EG1	Gene name2	b-name3	Protein description4	Mol. weight [Da]5	Protein length (amino acids)6	Oi7	Index8	FPER9	pi10	ni11	Relative APEX12	APEX copies/cell13	Index	FPER	pi	ni	Relative APEX	APEX copies/cell 	Average APEX copies/cell	Average APEX cost in ATP	Average total number of redundant MS/MS scans	CV	ID14	Peptides (seq)15	Sequence coverage [%]16	PEP17	Intensity18	iBAQ, fmol/ml19	iBAQ copies/cell20	ID	Peptides (seq)	Sequence coverage [%]	PEP	Intensity	iBAQ, fmol/ml	iBAQ copies/cell	Average iBAQ copies/cell	Average iBAQ cost in ATP	Average of sequenced peptides	CV	Query21	Score22	Matches23	Sequences24	emPAI25	Relative emPAI26	emPAI copies/cell27	Query	Score	Matches	Sequences	emPAI	Relative emPAI	emPAI copies/cell	Average emPAI copies/cell	Average emPAI cost in ATP	Average of sequenced peptides	CV 	COG assignment28	COG class29	Arg count30	Lys count31	Pro count32	Theoretical peptide count33	CAI 0.5% cut-off34	kcat35, s-1	Main metabolic network36
eg10098	atpa	b3734	membrane-bound atp synthase, f1 sector, alpha-subunit (atpa) [3.6.1.34] {escherichia coli k12-mg1655}                                                      	55204.184	513	38.11469841	24	0	1	193	0.002077189	4216	25	0	1	186	0.002201131	4492	4354	9599395	190	4%	1070	29	66.5	0	1558900000	92384	6147	1062	30	68	0	951570000	85728	6309	6228	13730653	30	2%	50	4395	408 (167)	56 (25)	6.12	0.00225514	4577	42.1	4158	417 (168)	55 (27)	8.5	0.003216432	6564	5571	12281716	56(26)	25%	cog0056;f0f1-type atp synthase, alpha subunit	[C]	29	24	18	43	0.444414286	71.55406301	yes
eg11384	ahpc	b0605	alkyl hydroperoxide reductase, c22 subunit; detoxification of hydroperoxides (ahpc) [1.6.4.-] {escherichia coli k12-mg1655}                                                    	20743.474	187	12.29630808	348	0	1	106	0.003536245	7177	344	0	1	94	0.00344809	7037	7107	5692306	100	1%	178	15	89.3	1.42E-289	1564400000	199080	13245	174	14	89.3	1.45E-268	961060000	184186.6667	13556	13401	10732703	15	2%	169	1578	197 (83)	28 (14)	25.66	0.009455376	19191	163	1469	177 (80)	26 (12)	13.68	0.005176563	10565	14878	11915940	27(13)	41%	cog0450;peroxiredoxin	[O]	6	14	8	16	0.511335297		
eg10411	gnd	b2029	gluconate-6-phosphate dehydrogenase, decarboxylating (gnd) [1.1.1.44] {escherichia coli k12-mg1655}                                                         	51463.313	468	40.80333333	98	0	1	143	0.001437645	2918	99	0	1	127	0.001403891	2865	2892	5814614	135	1%	595	35	85.7	0	663240000	49888	3319	589	37	89.3	0	395670000	45770.66667	3369	3344	6724265	36	1%	57	3731	319 (140)	53 (29)	7.2	0.002653106	5385	51	3771	296 (142)	56 (29)	8.28	0.003133183	6395	5890	11843564	55(29)	12%	cog0362;6-phosphogluconate dehydrogenase	[G]	20	28	16	38	0.403386244	2.126627801	yes
eg10815	rbsb	b3751	d-ribose periplasmic binding protein (rbsb) {escherichia coli k12-mg1655}                                                         	30932.561	296	19.896	225	0	1	101	0.002082413	4227	218	0	1	94	0.00213102	4349	4288	5446753	98	2%	1075	20	80.4	0	1222700000	119733.3333	7966	1068	19	78.4	0	714160000	107100	7882	7924	10065943	20	1%	91	2588	237 (98)	34 (15)	10.55	0.003887538	7890	78	2735	236 (120)	32 (17)	13.17	0.004983577	10171	9031	11471348	33(16)	18%	cog1879;abc-type sugar transport system, periplasmic component	[G]	6	26	9	29	0.360760649		
eg10804	pykf	b1676	pyruvate kinase i (formerly f), fructose stimulated (pykf) [2.7.1.40] {escherichia coli k12-mg1655}                                                     	50711.63	470	30.97041667	221	0	1	155	0.002053032	4167	214	0	1	162	0.002359355	4815	4491	9069759	159	10%	487	25	64.9	0	1178300000	84792	5641	481	23	59.6	0	668200000	74398.66667	5476	5559	11225489	24	2%	47	4538	424 (159)	55 (22)	6.88	0.002535191	5145	33	5360	373 (162)	50 (22)	7.93	0.003000742	6124	5635	11379690	53(22)	12%	cog0469;pyruvate kinase	[G]	21	34	12	43	0.462635309	3.541421575	yes
eg10981	succ	b0728	succinyl-coa synthetase, beta subunit (succ) [6.2.1.5] {escherichia coli k12-mg1655}                                                        	41374.77	388	27.86836508	287	0	1	173	0.002546512	5168	279	0	1	180	0.002913308	5946	5557	9260524	177	10%	215	24	64.9	0	1045400000	77236	5139	210	23	64.9	0	720160000	78826.66667	5801	5470	9115487	24	9%	44	4774	327 (165)	43 (21)	8.17	0.003010539	6110	36	4941	331 (164)	48 (22)	9.69	0.003666732	7483	6797	11326450	46(22)	14%	cog0045;succinyl-coa synthetase, beta subunit	[C]	17	24	14	35	0.418062876	8.682792817	yes
eg11415	dps	b0812	global regulator, starvation conditions (dps) {escherichia coli k12-mg1655}                                                         	18677.342	167	13.47	354	0	1	92	0.002801763	5687	351	0	1	94	0.003147644	6424	6055	4328301	93	9%	245	15	89.2	0	536360000	81158.66667	5400	238	15	89.2	0	358590000	80896	5954	5677	4057711	15	7%	87	2615	200 (88)	25 (12)	18.91	0.006968089	14143	93	2389	194 (87)	23 (13)	22.51	0.008517868	17384	15763	11267619	24(13)	15%	cog0783;dna-binding ferritin-like protein (oxidative damage protectant)	[P]	8	12	2	18	0.398982022		
eg10982	sucd	b0729	succinyl-coa synthetase, alpha subunit (sucd) [6.2.1.5] {escherichia coli k12-mg1655}                                                        	29759.56	289	14.00633333	288	0	1	77	0.00225516	4577	280	0	1	79	0.002544064	5192	4885	6057610	78	9%	216	18	81.7	5.27E-258	595120000	65464	4355	211	19	81.7	2.38E-276	414750000	67529.33333	4970	4663	5782413	19	9%	157	1670	202 (91)	28 (16)	11.39	0.004197067	8518	166	1448	205 (82)	30 (16)	11.39	0.004310019	8796	8657	10736306	29(16)	2%	cog0074;succinyl-coa synthetase, alpha subunit	[C]	5	22	15	22	0.427139149	10.18656873	yes
eg10688	pck	b3403	phosphoenolpyruvate carboxykinase (pcka) [4.1.1.49] {escherichia coli k12-mg1655}                                                          	59625.583	540	28.62790476	581	0	1	123	0.00176249	3577	566	0	1	112	0.001764631	3601	3589	8330586	118	0%	981	35	81.9	0	857250000	64310.66667	4279	969	32	79.6	0	498920000	57734.66667	4249	4264	9896358	34	0%	66	3412	357 (132)	51 (27)	5.49	0.002022994	4106	57	3456	353 (127)	55 (28)	6.61	0.002501249	5105	4605	10688763	53(28)	15%	cog1866;phosphoenolpyruvate carboxykinase (atp)	[C]	23	34	27	43	0.407926775		
eg10192	cysk	b2414	cysteine synthase a, o-acetylserine sulfhydrolase a (cysk) [4.2.99.8] {escherichia coli k12-mg1655}                                                      	34471.73	323	22.07666667	45	0	1	184	0.003418972	6939	45	0	1	154	0.003146391	6421	6680	9262540	169	5%	687	21	75.9	0	2399400000	233520	15537	684	19	75.9	0	1466500000	214840	15812	15674	21732842	20	1%	43	4800	366 (173)	33 (17)	9.86	0.003633282	7374	49	3900	311 (151)	32 (16)	9.86	0.003731061	7615	7494	10391337	33(17)	2%	cog0031;cysteine synthase	[E]	13	23	15	29	0.337442299	0.0122469	yes
eg10584	mete	b3829	tetrahydropteroyltriglutamate methyltransferase (mete) [2.1.1.14] {escherichia coli k12-mg1655}                                                          	84655.724	753	39.54327778	153	0	1	176	0.001825791	3706	147	0	1	198	0.002258489	4609	4158	13462532	187	15%	1094	46	68.5	0	1349000000	65545.33333	4361	1086	49	71.2	0	888870000	64748	4765	4563	14775861	48	6%	48.1	4492	479 (175)	72 (30)	3.37	0.001241801	2520	41.1	4412	485 (182)	76 (35)	4.92	0.001861746	3800	3160	10232508	74(33)	29%	cog0620;methionine synthase ii (cobalamin-independent)	[E]	48	36	37	62	0.34925269	0.076937284	yes
eg11699	gpma	b0755	phosphoglyceromutase 1 (gpma) [5.4.2.1] {escherichia coli k12-mg1655}                                                          	28538.4	250	18.1985119	597	0	1	119	0.002682392	5444	580	0	1	164	0.004064746	8296	6870	7365989	142	29%	226	18	75.6	1.00E-237	1047500000	116340	7740	219	19	77.6	1.99E-229	592430000	101537.3333	7473	7607	8155826	19	2%	56	3771	350 (173)	36 (16)	11.67	0.004300243	8728	68	3148	318 (158)	37 (17)	13.15	0.004976009	10156	9442	10123370	37(17)	11%	cog0588;phosphoglycerate mutase 1	[G]	13	22	11	29	0.423230812	11.57518382	yes
eg10866	rplc	b3320	50s ribosomal subunit protein l3 (rplc) {escherichia coli k12-mg1655}                                                        	22225.566	209	15.56203571	233	0	1	92	0.002425116	4922	227	0	1	98	0.002840436	5797	5360	4800293	95	12%	956	19	68.9	1.82E-209	845110000	93857.33333	6245	946	19	68.9	1.84E-183	525240000	88298.66667	6499	6372	5706697	19	3%	215	1273	254 (68)	41 (15)	18.17	0.006695409	13589	201	1235	262 (69)	37 (14)	11.57	0.004378131	8935	11262	10087033	39(15)	29%	cog0087;ribosomal protein l3	[J]	12	19	6	23	0.447888534		
eg10868	rple	b3308	50s ribosomal subunit protein l5 (rple) {escherichia coli k12-mg1655}                                                        	20283.607	179	15.6887381	235	0	1	81	0.002117913	4299	229	0	1	70	0.002012498	4107	4203	3221423	76	3%	944	18	72.1	9.71E-233	966790000	128497.3333	8549	934	18	70.9	9.28E-213	547260000	112110.6667	8251	8400	6438477	18	3%	206	1312	220 (64)	37 (15)	14.75	0.005435183	11031	221	1114	217 (58)	38 (14)	17.35	0.006565305	13399	12215	9362629	38(15)	14%	cog0094;ribosomal protein l5	[J]	15	16	6	22	0.42491482		
eg11003	tig	b0436	trigger factor; a molecular chaperone involved in cell division (tig) {escherichia coli k12-mg1655}                                                    	48174.791	432	34.20966667	293	0	1	177	0.002122441	4308	285	0	1	169	0.002228247	4548	4428	8217316	173	4%	137	34	72.5	0	1004800000	67234.66667	4473	135	34	68.5	0	639760000	64666.66667	4759	4616	8567354	34	4%	61	3505	477 (160)	79 (26)	5.82	0.002144594	4353	58	3446	448 (159)	74 (28)	7.32	0.002769915	5653	5003	9284875	77(27)	18%	cog0544;fkbp-type peptidyl-prolyl cis-trans isomerase (trigger factor)	[O]	26	35	12	41	0.493209952		
eg13762	ydcs	b1440	putative transport protein {escherichia coli k12-mg1655}                                                           	42277.244	381	25.323	522	0	1	144	0.002332698	4735	510	0	1	129	0.002297735	4689	4712	7710135	137	1%	426	24	79.3	0	862050000	70560	4695	419	23	78.5	0	468480000	60025.33333	4418	4556	7455121	24	4%	45	4744	281 (159)	43 (22)	7.77	0.002863144	5811	43	4045	270 (139)	41 (21)	7.13	0.002698019	5506	5659	9259319	42(22)	4%	cog0687;spermidine/putrescine-binding periplasmic protein	[E]	11	26	26	34	0.309247759		
eg10918	rpss	b3316	30s ribosomal subunit protein s19 (rpss) {escherichia coli k12-mg1655}                                                        	10412.305	92	5.938	270	0	1	35	0.002417904	4907	263	0	1	34	0.002582642	5271	5089	1994177	35	5%	952	9	80.4	2.41E-93	375030000	112210.6667	7466	942	9	80.4	1.05E-74	191350000	90485.33333	6660	7063	2767454	9	8%	426	554	94 (37)	17 (8)	30.11	0.011095143	22519	341	671	89 (39)	17 (8)	30.11	0.011393737	23254	22886	8967900	17(8)	2%	cog0185;ribosomal protein s19	[J]	7	13	6	12	0.350167833		
eg11797	tala	b2464	transaldolase a (tala) {escherichia coli k12-mg1655}                                                           	35640.864	316	23.53014286	394	0	1	85	0.001481854	3008	394	0	1	95	0.001821061	3717	3362	4560339	90	15%	700	26	82.3	0	457020000	41718.66667	2776	698	26	86.7	0	231910000	33844	2491	2633	3571714	26	8%	77.2	1942	243 (88)	46 (23)	9.88	0.003640651	7389	87.2	1558	210 (76)	41 (21)	7.35	0.002781268	5676	6533	8860941	44(22)	19%	cog0176;transaldolase	[G]	18	22	14	32	0.304065094	0.21723458	yes
eg10543	lpd	b0116	lipoamide dehydrogenase (nadh); component of 2-oxodehydrogenase and pyruvate complexes; l-protein of glycine cleavage complex (lpda) [1.8.1.4] {escherichia coli k12-mg1655}                                              	50670.641	474	27.9205	139	0	1	123	0.001807145	3668	133	0	1	124	0.002003198	4088	3878	7898643	124	8%	46	27	59.3	0	1090100000	82182.66667	5468	46	28	60.8	0	644480000	74490.66667	5482	5475	11151334	28	0%	65	3424	268 (142)	46 (20)	4.43	0.001632397	3313	63	3317	292 (132)	47 (23)	6.91	0.00261477	5337	4325	8808548	47(22)	33%	cog1249;pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (e3) component, and related enzymes	[C]	15	39	21	40	0.447593483	11.33559679	yes
eg10567	manx	b1817	pts enzyme iiab, mannose-specific (manx) [2.7.1.69] {escherichia coli k12-mg1655}                                                        	34997.587	323	20.89771429	578	0	1	104	0.002041483	4143	563	0	1	106	0.002287876	4669	4406	6109608	105	8%	535	24	77.4	0	855290000	74840	4979	525	24	78	0	505600000	67896	4997	4988	6916237	24	0%	74	3091	261 (102)	45 (17)	7.74	0.002852089	5789	67	3157	276 (107)	39 (16)	8.57	0.00324292	6619	6204	8601476	42(17)	9%	cog2893;phosphotransferase system, mannose/fructose-specific component iia -!- cog3444;phosphotransferase system, mannose/fructose/n-acetylgalactosamine-specific component iib	[G]	14	25	17	33	0.332702016		yes
eg10790	pura	b4177	adenylosuccinate synthetase (pura) [6.3.4.4] {escherichia coli k12-mg1655}                                                          	47327.03	432	28.96260317	213	0	1	157	0.002223685	4513	208	0	1	151	0.002351607	4799	4656	8641618	154	4%	1217	27	68.1	0	983470000	75841.33333	5046	1203	23	65	0	491470000	60429.33333	4447	4747	8809334	25	9%	62	3487	326 (156)	51 (21)	6.49	0.002391481	4854	53	3590	301 (144)	48 (19)	5.55	0.002100141	4286	4570	8481408	50(20)	9%	cog0104;adenylosuccinate synthase	[F]	28	22	17	37	0.430562363	0.077825295	yes
eg10025	acef	b0115	pyruvate dehydrogenase (dihydrolipoyltransacetylase component) (acef) [2.3.1.12] {escherichia coli k12-mg1655};rev__b1116 orf, hypothetical protein (ycfu) {escherichia coli k12-mg1655}                                                 	66078.298	630	45.9475	561	0	1	168	0.001499887	3044	545	0	1	168	0.001649198	3366	3205	8680754	168	7%	45	31	57.9	0	560050000	35632	2371	45	32	59.2	0	393870000	37249.33333	2741	2556	6923076	32	10%	63	3477	396 (153)	74 (25)	3.72	0.001370772	2782	54	3586	383 (144)	72 (28)	4.45	0.001683897	3437	3109	8421777	73(27)	15%	cog0508;pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (e2) component, and related enzymes	[C]	20	53	37	59	0.421374752	24.2810612	yes
eg10674	oppa	b1243	oligopeptide transport; periplasmic binding protein (oppa) {escherichia coli k12-mg1655}                                                        	60880.942	543	32.55457143	174	0	1	143	0.001801919	3657	168	0	1	153	0.002119849	4326	3992	9316317	148	12%	374	41	84.7	0	1769200000	93020	6189	370	42	84.7	0	1073300000	85901.33333	6322	6256	14599435	42	2%	64	3450	372 (138)	59 (27)	4.38	0.001613973	3276	52	3600	387 (150)	59 (27)	4.97	0.001880667	3838	3557	8301549	59(27)	11%	cog4166;abc-type oligopeptide transport system, periplasmic component	[E]	18	41	32	45	0.332863567		
eg10282	fbaa	b2925	fructose-bisphosphate aldolase, class ii (fba) [4.1.2.13] {escherichia coli k12-mg1655}                                                        	39129.326	359	19.04264286	68	0	1	128	0.002757363	5596	67	0	1	128	0.003031853	6188	5892	9082916	128	7%	817	23	62.7	0	1234900000	120666.6667	8028	810	22	61.3	0	712240000	106877.3333	7866	7947	12250852	23	1%	59	3631	257 (116)	30 (16)	5.39	0.001986145	4031	48	3901	270 (144)	29 (18)	8.56	0.003239136	6611	5321	8202510	30(17)	34%	cog0191;fructose/tagatose bisphosphate aldolase	[G]	6	25	15	25	0.49330923	5.790345469	yes
eg10509	kate	b1732	catalase; hydroperoxidase hpii(iii) (kate) [1.11.1.6] {escherichia coli k12-mg1655}                                                         	84144.781	753	41.94457143	126	0	1	118	0.001154031	2342	123	0	1	130	0.001397954	2853	2598	8411563	124	14%	511	40	55.1	0	667420000	40856	2718	503	39	54.8	0	486990000	43878.66667	3229	2974	9629562	40	12%	82	2711	329 (117)	67 (28)	2.8	0.001031764	2094	77	2796	348 (127)	69 (30)	3.78	0.001430366	2919	2507	8116881	68(29)	23%			44	37	59	63	0.316621617		
eg10789	ptsi	b2416	pep-protein phosphotransferase system enzyme i (ptsi) [2.7.3.9] {escherichia coli k12-mg1655}                                                       	63544.058	575	37.71833983	585	0	1	127	0.001381218	2803	570	0	1	145	0.001733967	3539	3171	7837867	136	16%	689	30	65.4	0	538700000	37613.33333	2503	686	29	65.4	0	273670000	30573.33333	2250	2376	5873417	30	8%	76	2960	384 (126)	73 (25)	4	0.001473948	2992	65	3175	332 (135)	72 (25)	4.53	0.001714169	3498	3245	8020517	73(25)	11%	cog1080;phosphoenolpyruvate-protein kinase (pts system ei component in bacteria)	[G]	31	35	15	52	0.3730163		
eg10096	aspc	b0928	aspartate aminotransferase (aspc) [2.6.1.1] {escherichia coli k12-mg1655}                                                          	43555.454	396	32.11888889	23	0	1	105	0.001341035	2722	23	0	1	88	0.001235798	2522	2622	4459639	97	5%	282	26	65.9	0	552830000	48393.33333	3220	276	27	68.4	0	391850000	50734.66667	3734	3477	5913678	27	10%	95	2530	226 (105)	42 (21)	5.15	0.001897708	3852	81	2664	220 (103)	43 (23)	7.22	0.002732075	5576	4714	8017522	43(22)	26%	cog1448;aspartate/tyrosine/aromatic aminotransferase	[E]	22	18	15	33	0.368093532	1.512499947	yes
eg13595	yahk	b0325	putative oxidoreductase (yahk) {escherichia coli k12-mg1655}                                                           	37960.513	349	17.7307381	512	0	1	98	0.002267308	4602	502	0	1	112	0.002849159	5815	5208	7804620	105	16%	95	23	63	0	738540000	80806.66667	5376	95	21	63	9.44E-239	406720000	69352	5104	5240	7852414	22	4%	108	2225	263 (112)	35 (18)	7.53	0.002774707	5632	154	1541	248 (93)	33 (17)	6.23	0.002357455	4811	5221	7824333	34(18)	11%	cog1064;zn-dependent alcohol dehydrogenases	[R]	18	16	19	25	0.290236483		
eg10805	pyrb	b4245	aspartate carbamoyltransferase, catalytic subunit (pyrb) [2.1.3.2] {escherichia coli k12-mg1655}                                                        	34409.441	311	18.88166667	222	0	1	89	0.001933574	3924	215	0	1	90	0.002149946	4388	4156	5547865	90	8%	1239	24	84.6	4.25E-278	809450000	76964	5121	1225	19	76.2	2.28E-284	509670000	73288	5394	5257	7017673	22	4%	111	2208	223 (96)	33 (18)	6.57	0.00242096	4914	64	3267	232 (119)	30 (17)	8.1	0.00306507	6256	5585	7454641	32(18)	17%	cog0540;aspartate carbamoyltransferase, catalytic chain	[F]	15	15	12	26	0.331198673	0.718422387	yes
eg12292	aldb	b3588	aldehyde dehydrogenase b (lactaldehyde dehydrogenase) (aldb) [1.2.1.22] {escherichia coli k12-mg1655}                                                       	56288.474	512	19.17140476	419	0	1	108	0.002310899	4690	418	0	1	98	0.002305672	4706	4698	10337231	103	0%	1029	21	56.5	0	758080000	63829.33333	4247	1019	18	53	0	391900000	52300	3849	4048	8906972	20	7%	60	3597	263 (147)	37 (20)	4.13	0.001521851	3089	94	2388	247 (106)	39 (21)	4.75	0.001797418	3668	3379	7434107	38(21)	12%			22	25	24	34	0.317186793		
eg10165	crr	b2417	pts system, glucose-specific iia component (crr) {escherichia coli k12-mg1655}                                                        	18233.118	169	10.85	41	0	1	80	0.003024624	6139	40	0	1	77	0.003201005	6533	6336	4583448	79	4%	690	9	68	2.09E-227	1941000000	271546.6667	18067	687	9	68	7.15E-201	1298900000	267506.6667	19688	18877	13656008	9	6%	124	1998	173 (92)	21 (9)	14.19	0.00522883	10613	141	1709	177 (78)	19 (9)	11.81	0.004468948	9121	9867	7137609	20(9)	11%	cog2190;phosphotransferase system iia components	[G]	3	17	7	12	0.435476842		
eg10901	rpsb	b0169	30s ribosomal subunit protein s2 (rpsb) {escherichia coli k12-mg1655}                                                        	26725.729	241	14.71411111	259	0	1	120	0.00334548	6790	251	0	1	126	0.003862442	7883	7336	7581817	123	11%	66	17	83	4.84E-287	1136100000	130341.3333	8672	66	17	83	7.39E-242	656370000	115509.3333	8501	8587	8873736	17	1%	89	2593	342 (109)	36 (14)	7.29	0.00268627	5452	96	2334	326 (117)	37 (15)	10.79	0.004082976	8333	6893	7123040	37(15)	30%	cog0052;ribosomal protein s2	[J]	13	19	7	24	0.491589343		
eg10756	ppc	b3956	phosphoenolpyruvate carboxylase (ppc) [4.1.1.31] {escherichia coli k12-mg1655}                                                          	99044.875	883	56.20208333	201	0	1	156	0.001138632	2311	194	0	1	126	0.001011215	2064	2187	8307509	141	8%	1137	46	57.3	0	558950000	26462.66667	1761	1130	41	53.7	0	288240000	21838.66667	1607	1684	6395479	44	6%	88	2612	393 (141)	81 (38)	2.77	0.001020709	2072	84	2587	369 (126)	82 (30)	2.11	0.000798432	1630	1851	7028351	82(34)	17%	cog2352;phosphoenolpyruvate carboxylase	[C]	58	42	45	79	0.35278022	6.82802478	yes
eg10905	rpsf	b4200	30s ribosomal subunit protein s6 (rpsf) {escherichia coli k12-mg1655}                                                        	15169.073	131	9.336666667	263	0	1	64	0.002811896	5707	255	0	1	56	0.002705338	5521	5614	3142731	60	2%	1220	11	71.8	2.85E-157	741160000	152520	10148	1205	11	71.8	9.95E-119	408840000	130212	9583	9865	5522479	11	4%	71	3236	171 (83)	20 (10)	17.99	0.006629081	13455	73	2972	183 (83)	22 (9)	14.6	0.005524695	11275	12365	6921668	21(10)	12%	cog0360;ribosomal protein s6	[J]	12	6	5	12	0.461333779		
