#Table S1. Protein copies per cell		
oln	SP_id	description	copies per cell
ENST00000301634	P04183	Thymidine kinase, cytosolic OS=Homo sapiens GN=TK1 PE=1 SV=2	6.19E+05
ENST00000393085	P58546	Myotrophin OS=Homo sapiens GN=MTPN PE=1 SV=2	6.17E+05
ENST00000541064	P61916	Epididymal secretory protein E1 OS=Homo sapiens GN=NPC2 PE=1 SV=1	6.17E+05
ENST00000347941	P30044	Peroxiredoxin-5, mitochondrial OS=Homo sapiens GN=PRDX5 PE=1 SV=3	6.16E+05
ENST00000263238	P61158	Actin-related protein 3 OS=Homo sapiens GN=ACTR3 PE=1 SV=3	6.13E+05
ENST00000322810	Q15149	Plectin-1 OS=Homo sapiens GN=PLEC1 PE=1 SV=3	6.04E+05
ENST00000299767	P14625	Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1	6.00E+05
ENST00000643169	Q06323	Proteasome activator complex subunit 1 OS=Homo sapiens GN=PSME1 PE=1 SV=1	5.97E+05
---	A8MWD9	Small nuclear ribonucleoprotein G-like protein OS=Homo sapiens PE=3 SV=2, Small nuclear ribonucleoprotein G OS=Homo sapiens GN=SNRPG PE=1 SV=1	5.96E+05
ENST00000407193	P62263	40S ribosomal protein S14 OS=Homo sapiens GN=RPS14 PE=1 SV=3	5.94E+05
ENST00000428402	Q9NTK5	Obg-like ATPase 1 OS=Homo sapiens GN=OLA1 PE=1 SV=2	5.85E+05
ENST00000246069	P60981	Destrin OS=Homo sapiens GN=DSTN PE=1 SV=3	5.83E+05
ENST00000314138	P46776	60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=1 SV=2	5.77E+05
ENST00000368010	Q9UHV9	Prefoldin subunit 2 OS=Homo sapiens GN=PFDN2 PE=1 SV=1	5.75E+05
ENST00000296417	P0C0S5	Histone H2A.Z OS=Homo sapiens GN=H2AFZ PE=1 SV=2, Histone H2A.V OS=Homo sapiens GN=H2AFV PE=1 SV=3	5.73E+05
ENST00000367679	Q9HB71	Calcyclin-binding protein OS=Homo sapiens GN=CACYBP PE=1 SV=2	5.72E+05
ENST00000322723	P19338	Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3	5.71E+05
ENST00000502897	P53999	Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens GN=SUB1 PE=1 SV=3	5.69E+05
ENST00000618613	P18621	60S ribosomal protein L17 OS=Homo sapiens GN=RPL17 PE=1 SV=3	5.67E+05
ENST00000402752	P43487	Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1 PE=1 SV=1	5.55E+05
ENST00000368710	P29034	Protein S100-A2 OS=Homo sapiens GN=S100A2 PE=1 SV=3	5.54E+05
ENST00000409115	P06454	Prothymosin alpha OS=Homo sapiens GN=PTMA PE=1 SV=2	5.50E+05
ENST00000318008	Q14847	LIM and SH3 domain protein 1 OS=Homo sapiens GN=LASP1 PE=1 SV=2	5.49E+05
ENST00000318607	P11940	Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2	5.48E+05
ENST00000523111	Q15819	Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens GN=UBE2V2 PE=1 SV=4	5.39E+05
ENST00000373237	P49721	Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1	5.39E+05
ENST00000628984	Q9P258	Protein RCC2 OS=Homo sapiens GN=RCC2 PE=1 SV=2	5.36E+05
ENST00000370861	O14818	Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1	5.34E+05
ENST00000000233	P84085	ADP-ribosylation factor 5 OS=Homo sapiens GN=ARF5 PE=1 SV=2	5.33E+05
ENST00000294623	Q96AE4	Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3	5.33E+05
ENST00000551018	Q99471	Prefoldin subunit 5 OS=Homo sapiens GN=PFDN5 PE=1 SV=2	5.30E+05
ENST00000619951	P49720	Proteasome subunit beta type-3 OS=Homo sapiens GN=PSMB3 PE=1 SV=2	5.28E+05
ENST00000409333	P05455	Lupus La protein OS=Homo sapiens GN=SSB PE=1 SV=2	5.16E+05
ENST00000354695	P31942	Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2	5.14E+05
ENST00000296674	P62266	40S ribosomal protein S23 OS=Homo sapiens GN=RPS23 PE=1 SV=3	5.14E+05
ENST00000222247	Q02543	60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=1 SV=2	5.12E+05
ENST00000470924	Q9UK76	Hematological and neurological expressed 1 protein OS=Homo sapiens GN=HN1 PE=1 SV=3	5.11E+05
ENST00000317881	P05141	ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=6	5.03E+05
ENST00000409733	P62899	60S ribosomal protein L31 OS=Homo sapiens GN=RPL31 PE=1 SV=1	5.02E+05
ENST00000646909	P62081	40S ribosomal protein S7 OS=Homo sapiens GN=RPS7 PE=1 SV=1	5.01E+05
ENST00000361505	P00491	Purine nucleoside phosphorylase OS=Homo sapiens GN=NP PE=1 SV=2	5.01E+05
ENST00000404824	Q15084	Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=1 SV=1	5.01E+05
ENST00000302628	P22676	Calretinin OS=Homo sapiens GN=CALB2 PE=1 SV=2	4.96E+05
ENST00000517625	P63208	S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=2	4.96E+05
ENST00000225792	P17844	Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1	4.91E+05
ENST00000307630	P61981	14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2	4.87E+05
ENST00000396192	P55060	Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3	4.81E+05
ENST00000348035	P63000	Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens GN=RAC1 PE=1 SV=1	4.75E+05
ENST00000374496	O60888	Protein CutA OS=Homo sapiens GN=CUTA PE=1 SV=2	4.75E+05
ENST00000429972	O75369	Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=1	4.69E+05
ENST00000409784	P62820	Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=1 SV=3	4.67E+05
ENST00000395044	P21796	Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens GN=VDAC1 PE=1 SV=2	4.66E+05
ENST00000646449	P62854	40S ribosomal protein S26 OS=Homo sapiens GN=RPS26 PE=1 SV=3	4.61E+05
ENST00000522944	Q96KB5	Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens GN=PBK PE=1 SV=3	4.59E+05
ENST00000618441	P43243	Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2	4.58E+05
ENST00000578049	O75396	Vesicle-trafficking protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=3	4.58E+05
ENST00000314888	Q9Y490	Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3	4.56E+05
ENST00000375980	Q96C19	EF-hand domain-containing protein D2 OS=Homo sapiens GN=EFHD2 PE=1 SV=1	4.54E+05
ENST00000444376	Q00839	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6	4.52E+05
ENST00000357325	P51858	Hepatoma-derived growth factor OS=Homo sapiens GN=HDGF PE=1 SV=1	4.51E+05
ENST00000245185	P02795	Metallothionein-2 OS=Homo sapiens GN=MT2A PE=1 SV=1	4.50E+05
ENST00000419869	Q9Y3F4	Serine-threonine kinase receptor-associated protein OS=Homo sapiens GN=STRAP PE=1 SV=1	4.45E+05
ENST00000300289	P30101	Protein disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=1 SV=4	4.40E+05
ENST00000270776	P52209	6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3	4.38E+05
ENST00000396682	P35244	Replication protein A 14 kDa subunit OS=Homo sapiens GN=RPA3 PE=1 SV=1	4.35E+05
ENST00000373212	O75368	SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens GN=SH3BGRL PE=1 SV=1	4.35E+05
ENST00000264161	P14868	Aspartyl-tRNA synthetase, cytoplasmic OS=Homo sapiens GN=DARS PE=1 SV=2	4.34E+05
ENST00000394123	Q13283	Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=1 SV=1	4.31E+05
ENST00000350030	P49321	Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2	4.28E+05
ENST00000418115	P61586	Transforming protein RhoA OS=Homo sapiens GN=RHOA PE=1 SV=1	4.26E+05
ENST00000297185	P38646	Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2	4.23E+05
ENST00000402092	Q15019	Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1	4.21E+05
ENST00000607003	O00422	Histone deacetylase complex subunit SAP18 OS=Homo sapiens GN=SAP18 PE=1 SV=1	4.21E+05
ENST00000270625	P62280	40S ribosomal protein S11 OS=Homo sapiens GN=RPS11 PE=1 SV=3	4.18E+05
ENST00000340006	P21291	Cysteine and glycine-rich protein 1 OS=Homo sapiens GN=CSRP1 PE=1 SV=3	4.17E+05
ENST00000435882	P61313	60S ribosomal protein L15 OS=Homo sapiens GN=RPL15 PE=1 SV=2	4.15E+05
ENST00000646618	Q9UHD1	Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens GN=CHORDC1 PE=1 SV=2	4.15E+05
ENST00000367549	Q08211	ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4	4.13E+05
ENST00000435983	P62910	60S ribosomal protein L32 OS=Homo sapiens GN=RPL32 PE=1 SV=2	4.10E+05
ENST00000394077	P83731	60S ribosomal protein L24 OS=Homo sapiens GN=RPL24 PE=1 SV=1	4.08E+05
ENST00000378364	P07741	Adenine phosphoribosyltransferase OS=Homo sapiens GN=APRT PE=1 SV=2	4.08E+05
ENST00000375571	Q15691	Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens GN=MAPRE1 PE=1 SV=3	4.07E+05
ENST00000614737	P46781	40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3	4.06E+05
ENST00000216038	Q9Y3I0	UPF0027 protein C22orf28 OS=Homo sapiens GN=C22orf28 PE=1 SV=1	4.05E+05
ENST00000222553	P43490	Nicotinamide phosphoribosyltransferase OS=Homo sapiens GN=NAMPT PE=1 SV=1	4.04E+05
ENST00000409906	Q15370	Transcription elongation factor B polypeptide 2 OS=Homo sapiens GN=TCEB2 PE=1 SV=1	4.04E+05
ENST00000346177	Q14315	Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3	4.03E+05
ENST00000348419	Q99439	Calponin-2 OS=Homo sapiens GN=CNN2 PE=1 SV=4	4.03E+05
ENST00000265112	P26639	Threonyl-tRNA synthetase, cytoplasmic OS=Homo sapiens GN=TARS PE=1 SV=3	4.02E+05
ENST00000300413	P62314	Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1	4.02E+05
ENST00000645325	Q9UL46	Proteasome activator complex subunit 2 OS=Homo sapiens GN=PSME2 PE=1 SV=3	4.01E+05
ENST00000265062	P51149	Ras-related protein Rab-7a OS=Homo sapiens GN=RAB7A PE=1 SV=1	4.00E+05
ENST00000440277	Q99623	Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=2	3.99E+05
ENST00000285930	P15121	Aldose reductase OS=Homo sapiens GN=AKR1B1 PE=1 SV=3	3.97E+05
ENST00000375812	P62195	26S protease regulatory subunit 8 OS=Homo sapiens GN=PSMC5 PE=1 SV=1	3.97E+05
ENST00000399688	P22234	Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3	3.95E+05
ENST00000370995	Q8NC51	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2	3.94E+05
ENST00000397515	P63279	SUMO-conjugating enzyme UBC9 OS=Homo sapiens GN=UBE2I PE=1 SV=1	3.92E+05
ENST00000440692	P62847	40S ribosomal protein S24 OS=Homo sapiens GN=RPS24 PE=1 SV=1	3.89E+05
ENST00000373840	P61106	Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4	3.88E+05
ENST00000221801	P22087	rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2	3.85E+05
ENST00000378720	P10768	S-formylglutathione hydrolase OS=Homo sapiens GN=ESD PE=1 SV=2	3.85E+05
ENST00000330459	P52292	Importin subunit alpha-2 OS=Homo sapiens GN=KPNA2 PE=1 SV=1	3.84E+05
ENST00000551813	Q8WUH6	UPF0444 transmembrane protein C12orf23 OS=Homo sapiens GN=C12orf23 PE=1 SV=1	3.77E+05
ENST00000368567	P42677	40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3	3.76E+05
ENST00000372739	Q13813	Spectrin alpha chain, brain OS=Homo sapiens GN=SPTAN1 PE=1 SV=3	3.75E+05
ENST00000240922	Q9GZZ1	N-acetyltransferase 13 OS=Homo sapiens GN=NAT13 PE=1 SV=1	3.75E+05
ENST00000321265	Q9Y266	Nuclear migration protein nudC OS=Homo sapiens GN=NUDC PE=1 SV=1	3.74E+05
ENST00000278968	Q01995	Transgelin OS=Homo sapiens GN=TAGLN PE=1 SV=4	3.72E+05
ENST00000433034	P59998	Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens GN=ARPC4 PE=1 SV=3	3.69E+05
ENST00000354858	P54819	Adenylate kinase 2, mitochondrial OS=Homo sapiens GN=AK2 PE=1 SV=2	3.69E+05
ENST00000228825	O15145	Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens GN=ARPC3 PE=1 SV=3	3.69E+05
ENST00000262193	P20618	Proteasome subunit beta type-1 OS=Homo sapiens GN=PSMB1 PE=1 SV=2	3.69E+05
ENST00000465139	P39687	Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1	3.68E+05
ENST00000357214	P23246	Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2	3.68E+05
ENST00000233114	P40925	Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 PE=1 SV=4	3.68E+05
ENST00000372616	P17812	CTP synthase 1 OS=Homo sapiens GN=CTPS PE=1 SV=2	3.68E+05
ENST00000265729	P30626	Sorcin OS=Homo sapiens GN=SRI PE=1 SV=1	3.62E+05
ENST00000377982	P61160	Actin-related protein 2 OS=Homo sapiens GN=ACTR2 PE=1 SV=1	3.60E+05
ENST00000543351	P45880	Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens GN=VDAC2 PE=1 SV=2	3.59E+05
ENST00000579847	Q96KP4	Cytosolic non-specific dipeptidase OS=Homo sapiens GN=CNDP2 PE=1 SV=2	3.58E+05
ENST00000455878	P43686	26S protease regulatory subunit 6B OS=Homo sapiens GN=PSMC4 PE=1 SV=2	3.53E+05
ENST00000525634	P62277	40S ribosomal protein S13 OS=Homo sapiens GN=RPS13 PE=1 SV=2	3.51E+05
ENST00000230895	P51397	Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3	3.50E+05
ENST00000311481	Q9H0U4	Ras-related protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1	3.50E+05
ENST00000518937	P55327	Tumor protein D52 OS=Homo sapiens GN=TPD52 PE=1 SV=2	3.49E+05
ENST00000236959	P31939	Bifunctional purine biosynthesis protein PURH OS=Homo sapiens GN=ATIC PE=1 SV=3	3.48E+05
ENST00000320756	Q96A72	Protein mago nashi homolog 2 OS=Homo sapiens GN=MAGOHB PE=1 SV=1	3.47E+05
ENST00000590720	P61289	Proteasome activator complex subunit 3 OS=Homo sapiens GN=PSME3 PE=1 SV=1	3.45E+05
ENST00000433674	P17655	Calpain-2 catalytic subunit OS=Homo sapiens GN=CAPN2 PE=1 SV=5	3.44E+05
ENST00000447750	P31150	Rab GDP dissociation inhibitor alpha OS=Homo sapiens GN=GDI1 PE=1 SV=2	3.44E+05
ENST00000347512	Q9Y3U8	60S ribosomal protein L36 OS=Homo sapiens GN=RPL36 PE=1 SV=3	3.42E+05
ENST00000308696	Q99460	26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=2	3.41E+05
ENST00000381342	P14678	Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens GN=SNRPB PE=1 SV=2	3.38E+05
ENST00000325110	Q01581	Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens GN=HMGCS1 PE=1 SV=2	3.37E+05
ENST00000331204	Q86V81	THO complex subunit 4 OS=Homo sapiens GN=THOC4 PE=1 SV=3	3.37E+05
ENST00000557016	P84090	Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1	3.36E+05
ENST00000337147	P15311	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	3.34E+05
ENST00000636275	P24534	Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3	3.34E+05
ENST00000313899	Q14103	Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=1 SV=1	3.31E+05
ENST00000231572	P54136	Arginyl-tRNA synthetase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2	3.31E+05
ENST00000398822	P28482	Mitogen-activated protein kinase 1 OS=Homo sapiens GN=MAPK1 PE=1 SV=3	3.30E+05
ENST00000374497	Q14376	UDP-glucose 4-epimerase OS=Homo sapiens GN=GALE PE=1 SV=2	3.29E+05
ENST00000357065	P52597	Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3	3.29E+05
ENST00000322030	Q01105	Protein SET OS=Homo sapiens GN=SET PE=1 SV=3	3.29E+05
ENST00000269349	P38919	Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4	3.28E+05
ENST00000300291	O43809	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens GN=NUDT21 PE=1 SV=1	3.26E+05
ENST00000536142	Q15631	Translin OS=Homo sapiens GN=TSN PE=1 SV=1	3.25E+05
ENST00000265523	P53004	Biliverdin reductase A OS=Homo sapiens GN=BLVRA PE=1 SV=2	3.24E+05
ENST00000426650	P13987	CD59 glycoprotein OS=Homo sapiens GN=CD59 PE=1 SV=1	3.22E+05
ENST00000549772	Q9ULV4	Coronin-1C OS=Homo sapiens GN=CORO1C PE=1 SV=1	3.22E+05
ENST00000234875	P35268	60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2	3.20E+05
ENST00000382451	O75083	WD repeat-containing protein 1 OS=Homo sapiens GN=WDR1 PE=1 SV=4	3.19E+05
ENST00000618691	P55209	Nucleosome assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=1 SV=1	3.19E+05
ENST00000414241	Q09028	Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 PE=1 SV=3	3.17E+05
ENST00000435765	P35998	26S protease regulatory subunit 7 OS=Homo sapiens GN=PSMC2 PE=1 SV=3	3.17E+05
ENST00000405486	P46060	Ran GTPase-activating protein 1 OS=Homo sapiens GN=RANGAP1 PE=1 SV=1	3.16E+05
ENST00000626871	P30046	D-dopachrome decarboxylase OS=Homo sapiens GN=DDT PE=1 SV=3	3.15E+05
ENST00000236671	P07339	Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1	3.12E+05
ENST00000504396	P00374	Dihydrofolate reductase OS=Homo sapiens GN=DHFR PE=1 SV=2	3.11E+05
ENST00000393578	P52926	High mobility group protein HMGI-C OS=Homo sapiens GN=HMGA2 PE=1 SV=1	3.11E+05
ENST00000510370	P32321	Deoxycytidylate deaminase OS=Homo sapiens GN=DCTD PE=1 SV=2	3.10E+05
ENST00000270142	P00441	Superoxide dismutase [Cu-Zn] OS=Homo sapiens GN=SOD1 PE=1 SV=2	3.10E+05
ENST00000306749	P49327	Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3	3.07E+05
ENST00000399034	Q16181	Septin-7 OS=Homo sapiens GN=SEPT7 PE=1 SV=2	3.06E+05
ENST00000552588	Q07020	60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=1 SV=2	3.04E+05
ENST00000357156	Q9NP97	Dynein light chain roadblock-type 1 OS=Homo sapiens GN=DYNLRB1 PE=1 SV=3	3.01E+05
ENST00000644715	Q13126	S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens GN=MTAP PE=1 SV=2	3.00E+05
ENST00000335272	P48739	Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens GN=PITPNB PE=1 SV=2	2.98E+05
ENST00000265753	Q15056	Eukaryotic translation initiation factor 4H OS=Homo sapiens GN=EIF4H PE=1 SV=5	2.98E+05
ENST00000590247	O14737	Programmed cell death protein 5 OS=Homo sapiens GN=PDCD5 PE=1 SV=3	2.98E+05
ENST00000409105	Q8NI22	Multiple coagulation factor deficiency protein 2 OS=Homo sapiens GN=MCFD2 PE=1 SV=1	2.97E+05
ENST00000325307	O15347	High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4	2.96E+05
ENST00000414062	P56134	ATP synthase subunit f, mitochondrial OS=Homo sapiens GN=ATP5J2 PE=1 SV=3	2.95E+05
ENST00000420580	P22570	NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens GN=FDXR PE=1 SV=3	2.93E+05
ENST00000440191	Q14240	Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=1 SV=2	2.91E+05
ENST00000356769	Q13765	Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens GN=NACA PE=1 SV=1	2.90E+05
ENST00000290299	P48047	ATP synthase subunit O, mitochondrial OS=Homo sapiens GN=ATP5O PE=1 SV=1	2.89E+05
ENST00000539281	P78417	Glutathione S-transferase omega-1 OS=Homo sapiens GN=GSTO1 PE=1 SV=2	2.89E+05
ENST00000322088	P30153	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=1 SV=4	2.86E+05
ENST00000523027	Q16555	Dihydropyrimidinase-related protein 2 OS=Homo sapiens GN=DPYSL2 PE=1 SV=1	2.86E+05
ENST00000253754	P50479	PDZ and LIM domain protein 4 OS=Homo sapiens GN=PDLIM4 PE=1 SV=2	2.85E+05
ENST00000219313	P51665	26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens GN=PSMD7 PE=1 SV=2	2.84E+05
ENST00000646049	O00159	Myosin-Ic OS=Homo sapiens GN=MYO1C PE=1 SV=3	2.84E+05
ENST00000391857	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	2.83E+05
ENST00000358056	P60983	Glia maturation factor beta OS=Homo sapiens GN=GMFB PE=1 SV=2	2.83E+05
ENST00000353088	Q9UNZ2	NSFL1 cofactor p47 OS=Homo sapiens GN=NSFL1C PE=1 SV=2	2.83E+05
ENST00000238688	Q9GZT3	SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens GN=SLIRP PE=1 SV=1	2.82E+05
ENST00000322347	P20674	Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens GN=COX5A PE=1 SV=2	2.82E+05
ENST00000360566	P31350	Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens GN=RRM2 PE=1 SV=1	2.82E+05
ENST00000374443	P56537	Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1	2.81E+05
ENST00000346178	Q14697	Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3	2.81E+05
ENST00000618908	P28838	Cytosol aminopeptidase OS=Homo sapiens GN=LAP3 PE=1 SV=3	2.80E+05
ENST00000336812	O43143	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	2.80E+05
ENST00000588815	P04632	Calpain small subunit 1 OS=Homo sapiens GN=CAPNS1 PE=1 SV=1	2.76E+05
ENST00000322142	Q14192	Four and a half LIM domains protein 2 OS=Homo sapiens GN=FHL2 PE=1 SV=3	2.76E+05
ENST00000211998	P18206	Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4	2.76E+05
ENST00000628056	O00303	Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens GN=EIF3F PE=1 SV=1	2.75E+05
ENST00000305784	P23919	Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	2.75E+05
ENST00000054950	Q15293	Reticulocalbin-1 OS=Homo sapiens GN=RCN1 PE=1 SV=1	2.74E+05
ENST00000550443	P14649	Myosin light chain 6B OS=Homo sapiens GN=MYL6B PE=1 SV=1	2.74E+05
ENST00000493471	P28074	Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5 PE=1 SV=3	2.73E+05
ENST00000318066	P61088	Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens GN=UBE2N PE=1 SV=1	2.73E+05
ENST00000247970	Q13526	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Homo sapiens GN=PIN1 PE=1 SV=1	2.73E+05
ENST00000352397	P00387	NADH-cytochrome b5 reductase 3 OS=Homo sapiens GN=CYB5R3 PE=1 SV=3	2.72E+05
ENST00000593152	P25705	ATP synthase subunit alpha, mitochondrial OS=Homo sapiens GN=ATP5A1 PE=1 SV=1	2.71E+05
ENST00000306125	P47897	Glutaminyl-tRNA synthetase OS=Homo sapiens GN=QARS PE=1 SV=1	2.70E+05
ENST00000619580	P20962	Parathymosin OS=Homo sapiens GN=PTMS PE=1 SV=2	2.70E+05
ENST00000264933	O75340	Programmed cell death protein 6 OS=Homo sapiens GN=PDCD6 PE=1 SV=1	2.69E+05
ENST00000535401	P40261	Nicotinamide N-methyltransferase OS=Homo sapiens GN=NNMT PE=1 SV=1	2.69E+05
ENST00000355841	Q9NR12	PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1	2.68E+05
ENST00000370982	Q9UBI6	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens GN=GNG12 PE=1 SV=3	2.66E+05
ENST00000531120	Q7L2H7	Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens GN=EIF3M PE=1 SV=1	2.66E+05
ENST00000296411	P53582	Methionine aminopeptidase 1 OS=Homo sapiens GN=METAP1 PE=1 SV=2	2.66E+05
ENST00000375114	Q9UKM9	RNA-binding protein Raly OS=Homo sapiens GN=RALY PE=1 SV=1	2.66E+05
ENST00000553117	P49419	Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens GN=ALDH7A1 PE=1 SV=4	2.65E+05
ENST00000229390	Q13242	Splicing factor, arginine/serine-rich 9 OS=Homo sapiens GN=SFRS9 PE=1 SV=1	2.64E+05
ENST00000469257	P41567	Eukaryotic translation initiation factor 1 OS=Homo sapiens GN=EIF1 PE=1 SV=1	2.63E+05
ENST00000308924	P26368	Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=4	2.62E+05
ENST00000340541	Q9P0L0	Vesicle-associated membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3	2.61E+05
ENST00000348257	O43399	Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2	2.60E+05
