id,domain,uniprot,genes,details,function1,function2,invis,obsolete,species
91,1PLQ,P15873,POL30 YBR088C YBR0811,,"This protein is an auxiliary protein of DNA polymerase delta and is involved in the control of eukaryotic DNA replication by increasing the polymerase's processibility during elongation of the leading strand. Involved in DNA repair. {ECO:0000269|PubMed:11545742, ECO:0000269|PubMed:12226657}.",,1,,0
92,1Q14,P53686,HST2 YPL015C LPA2C,,"NAD-dependent histone deacetylase that is involved in nuclear silencing events. Derepresses subtelomeric silencing and increases repression in nucleolar (rDNA) silencing. Its function is negatively regulated by active nuclear export. {ECO:0000269|PubMed:10811920, ECO:0000269|PubMed:11106374, ECO:0000269|PubMed:11226170, ECO:0000269|PubMed:15274642, ECO:0000269|PubMed:17110954}.",,1,,0
93,1Q7G,P31116,HOM6 YJR139C J2132,,,,1,,0
94,1QCQ,P15731,UBC4 YBR082C YBR0745,,"Catalyzes the covalent attachment of ubiquitin to other proteins. Mediates the selective degradation of short-lived and abnormal proteins. Mediates ubiquitination of PEX5. {ECO:0000255|PROSITE-ProRule:PRU00388, ECO:0000269|PubMed:17550898}.",,1,,0
95,1QPG,P00560,PGK1 YCR012W YCR12W,,,,1,,0
96,1QQE,P32602,SEC17 YBL050W YBL0505 YBL0517,,"SNARE complex protein that binds to cis-SNARE complexes on membranes and is required for vesicular transport between the endoplasmic reticulum and the Golgi apparatus and for homotypic vacuole fusion. During the priming step of membrane fusion, is released from cis-SNARE complexes by SEC18 to establish a pool of unpaired SNAREs, which are required for interactions in trans during docking and fusion steps. Can displace HOPS from SNARE complexes, which may be a prerequisite for trans-SNARE complex disassembly and subsequent rounds of priming, docking and fusion. {ECO:0000269|PubMed:15889152, ECO:0000269|PubMed:8620540, ECO:0000269|PubMed:8670830, ECO:0000269|PubMed:9144293}.",,1,,0
97,1QSD,P48606,RBL2 YOR265W,,Tubulin-folding protein; involved in the early step of the tubulin folding pathway.,,1,,0
98,1QSM,Q06592,HPA2 YPR193C P9677.12,,"N-acetyltransferase that acetylates histone H3 at 'Lys-14' and histone H4 at 'Lys-5' and 'Lys-12'. Also acetylates polyamines like putrescine, spermidine and spermine, and certain other small basic proteins like nuclear HMG proteins. {ECO:0000269|PubMed:23775086}.",,1,,0
99,1R5T,Q06549,CDD1 YLR245C L9672.13,,This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis.,,1,,0
100,1RJD,Q04081,PPM1 YDR435C,,"Methylates the carboxyl group of the C-terminal leucine residue of protein phosphatase 2A catalytic subunits to form alpha-leucine ester residues. Acts on the two major protein phosphatase 2A catalytic subunits, PPH21 and PPH22. {ECO:0000269|PubMed:11060018, ECO:0000269|PubMed:11697862}.",,1,,0
101,1RKL,Q99380,OST4 YDL232W,,Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are required for a maximal enzyme activity. OST4 is required for recruitment of OST3 or OST6 to the OST complex. It is essential for cell growth at 37 but not at 25 degrees Celsius.,,1,,0
102,1RM1,P32774,TOA2 YKL058W,,TFIIA is a component of the transcription machinery of RNA polymerase II and plays an important role in transcriptional activation. TFIIA in a complex with TBP mediates transcriptional activity. {ECO:0000269|PubMed:1918049}.,,1,,0
103,1RSG,P50264,FMS1 YMR020W YM9711.09,,"Involved in the production of beta-alanine, a precursor of pantothenic acid. Multicopy suppressor of fenpropimorph resistance. {ECO:0000269|PubMed:12670477, ECO:0000269|PubMed:14617780}.",,1,,0
104,1RY2,Q01574,ACS1 YAL054C FUN44,,"Catalyzes the production of acetyl-CoA. Provides the acetyl-CoA source for histone acetylation in the nucleus. ""Aerobic"" isozyme of acetyl-coenzyme A synthetase, which supports growth on nonfermentable carbon sources such as glycerol and ethanol. May be required for assimilation of ethanol and acetate. {ECO:0000269|PubMed:16857587, ECO:0000269|PubMed:8910545}.",,1,,0
105,1RYP,P23639,PRE8 PRS4 YML092C,,"The proteasome degrades poly-ubiquitinated proteins in the cytoplasm and in the nucleus. It is essential for the regulated turnover of proteins and for the removal of misfolded proteins. The proteasome is a multicatalytic proteinase complex that is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. It has an ATP-dependent proteolytic activity.",,1,,0
106,1RYP,P22141,PRE1 YER012W,,"The proteasome degrades poly-ubiquitinated proteins in the cytoplasm and in the nucleus. It is essential for the regulated turnover of proteins and for the removal of misfolded proteins. The proteasome is a multicatalytic proteinase complex that is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. It has an ATP-dependent proteolytic activity. This subunit has a chymotrypsin-like activity.",,1,,0
107,1SQ9,Q02793,SKI8 REC103 YGL213C,,"Involved in double-strand break (DSB) formation during meiotic recombination through stabilization of SPO11 association with meiotic chromosome and helping SPO11 to recruit other DSB proteins like REC102 and REC104 to meiotic chromosomes. Also component of the SKI complex involved in 3'-mRNA degradation pathway. Represses dsRNA virus propagation by specifically blocking translation of viral mRNAs, perhaps recognizing the absence of CAP or poly(A). Essential for controlling the propagation of M double-stranded RNA (dsRNA) and thus for preventing virus-induced cytopathology. {ECO:0000269|PubMed:10744028, ECO:0000269|PubMed:11532933, ECO:0000269|PubMed:11720286, ECO:0000269|PubMed:14671320, ECO:0000269|PubMed:14992724, ECO:0000269|PubMed:15044957, ECO:0000269|PubMed:16816949, ECO:0000269|PubMed:3029964, ECO:0000269|PubMed:6371496, ECO:0000269|PubMed:7739557, ECO:0000269|PubMed:9258672, ECO:0000269|PubMed:9482746}.",,1,,0
108,1ST7,P31787,ACB1 ACB YGR037C,,Binds medium- and long-chain acyl-CoA esters with very high affinity and may function as an intracellular carrier of acyl-CoA esters.,,1,,0
109,1SXJ,P40339,RFC4 YOL094C O0923,,"Component of ATP-dependent clamp loader (RFC and RFC-like) complexes for DNA clamps, such as the POL30/PCNA homotrimer and the checkpoint clamp DDC1:MEC3:RAD17 complex. During a clamp loading circle, the RFC:clamp complex binds to DNA and the recognition of the double-stranded/single-stranded junction stimulates ATP hydrolysis by RFC. The complex presumably provides bipartite ATP sites in which one subunit supplies a catalytic site for hydrolysis of ATP bound to the neighboring subunit. Dissociation of RFC from the clamp leaves the clamp encircling DNA. Component of the replication factor C (RFC or activator 1) complex which loads POL30/PCNA and acts during elongation of primed DNA templates by DNA polymerase delta and epsilon. RFC has an essential but redundant activity in sister chromatid cohesion establishment. Component of the RFC-like complex CTF18-RFC which is required for efficient establishment of chromosome cohesion during S-phase and may load or unload POL30/PCNA. Component of the RFC-like RAD24-RFC complex which loads the checkpoint clamp DDC1:MEC3:RAD17 complex and is involved in DNA repair pathways. Component of the RFC-like ELG1-RFC complex which appears to have a role in DNA replication, replication fork re-start, recombination and repair. {ECO:0000269|PubMed:11486023, ECO:0000269|PubMed:12604797, ECO:0000269|PubMed:15964801}.",,1,,0
110,1SXJ,P38629,RFC3 YNL290W N0533,,"Component of ATP-dependent clamp loader (RFC and RFC-like) complexes for DNA clamps, such as the POL30/PCNA homotrimer and the checkpoint clamp DDC1:MEC3:RAD17 complex. During a clamp loading circle, the RFC:clamp complex binds to DNA and the recognition of the double-stranded/single-stranded junction stimulates ATP hydrolysis by RFC. The complex presumably provides bipartite ATP sites in which one subunit supplies a catalytic site for hydrolysis of ATP bound to the neighboring subunit. Dissociation of RFC from the clamp leaves the clamp encircling DNA. Component of the replication factor C (RFC or activator 1) complex which loads POL30/PCNA and acts during elongation of primed DNA templates by DNA polymerase delta and epsilon. RFC has an essential but redundant activity in sister chromatid cohesion establishment. Component of the RFC-like complex CTF18-RFC which is required for efficient establishment of chromosome cohesion during S-phase and may load or unload POL30/PCNA. Component of the RFC-like RAD24-RFC complex which loads the checkpoint clamp DDC1:MEC3:RAD17 complex and is involved in DNA repair pathways. Component of the RFC-like ELG1-RFC complex which appears to have a role in DNA replication, replication fork re-start, recombination and repair. RFC3 supplies a catalytic site to the ATP site of RFC4. {ECO:0000269|PubMed:11486023, ECO:0000269|PubMed:12604797, ECO:0000269|PubMed:14530260, ECO:0000269|PubMed:15964801}.",,1,,0
111,1SXJ,P40348,RFC2 YJR068W J1808,,"Component of ATP-dependent clamp loader (RFC and RFC-like) complexes for DNA clamps, such as the POL30/PCNA homotrimer and the checkpoint clamp DDC1:MEC3:RAD17 complex. During a clamp loading circle, the RFC:clamp complex binds to DNA and the recognition of the double-stranded/single-stranded junction stimulates ATP hydrolysis by RFC. The complex presumably provides bipartite ATP sites in which one subunit supplies a catalytic site for hydrolysis of ATP bound to the neighboring subunit. Dissociation of RFC from the clamp leaves the clamp encircling DNA. Component of the replication factor C (RFC or activator 1) complex which loads POL30/PCNA and acts during elongation of primed DNA templates by DNA polymerase delta and epsilon. RFC has an essential but redundant activity in sister chromatid cohesion establishment. Component of the RFC-like complex CTF18-RFC which is required for efficient establishment of chromosome cohesion during S-phase and may load or unload POL30/PCNA. Component of the RFC-like RAD24-RFC complex which loads the checkpoint clamp DDC1:MEC3:RAD17 complex and is involved in DNA repair pathways. Component of the RFC-like ELG1-RFC complex which appears to have a role in DNA replication, replication fork re-start, recombination and repair. RFC2 binds ATP and single-stranded DNA. {ECO:0000269|PubMed:11486023, ECO:0000269|PubMed:12604797, ECO:0000269|PubMed:15964801}.",,1,,0
112,1SXJ,P38251,RFC5 YBR087W YBR0810,,"Component of ATP-dependent clamp loader (RFC and RFC-like) complexes for DNA clamps, such as the POL30/PCNA homotrimer and the checkpoint clamp DDC1:MEC3:RAD17 complex. During a clamp loading circle, the RFC:clamp complex binds to DNA and the recognition of the double-stranded/single-stranded junction stimulates ATP hydrolysis by RFC. The complex presumably provides bipartite ATP sites in which one subunit supplies a catalytic site for hydrolysis of ATP bound to the neighboring subunit. Dissociation of RFC from the clamp leaves the clamp encircling DNA. Component of the replication factor C (RFC or activator 1) complex which loads POL30/PCNA and acts during elongation of primed DNA templates by DNA polymerase delta and epsilon. RFC has an essential but redundant activity in sister chromatid cohesion establishment. Component of the RFC-like complex CTF18-RFC which is required for efficient establishment of chromosome cohesion during S-phase and may load or unload POL30/PCNA. Component of the RFC-like RAD24-RFC complex which loads the checkpoint clamp DDC1:MEC3:RAD17 complex and is involved in DNA repair pathways. Component of the RFC-like ELG1-RFC complex which appears to have a role in DNA replication, replication fork re-start, recombination and repair. {ECO:0000269|PubMed:10913172, ECO:0000269|PubMed:11486023, ECO:0000269|PubMed:12604797, ECO:0000269|PubMed:12665596, ECO:0000269|PubMed:15964801}.",,1,,0
113,1T0I,Q07923,LOT6 YLR011W,,"Has several reductase activities that are NAD(P)H-dependent and involve FMN as a cofactor, ferricyanide being the best substrate for reduction. May be involved in ferric iron assimilation. {ECO:0000269|PubMed:15184374}.",,1,,0
114,1TTE,P21734,UBC1 YDR177W YD9395.10,,"Catalyzes the covalent attachment of ubiquitin to other proteins. Functions in degradation of misfolded or regulated proteins localized in the endoplasmic reticulum (ER) lumen or membrane via the ubiquitin-proteasome system. Cognate E2 conjugating enzyme for the HRD1 ubiquitin ligase complex, which is part of the ERAD-L and ERAD-M pathways responsible for the rapid degradation of soluble lumenal and membrane proteins with misfolded lumenal domains (ERAD-L), or ER-membrane proteins with misfolded transmembrane domains (ERAD-M). {ECO:0000255|PROSITE-ProRule:PRU00388, ECO:0000269|PubMed:10878801, ECO:0000269|PubMed:11146622}.",,1,,0
115,1TWF,P04050,RPO21 RPB1 RPB220 SUA8 YDL140C D2150,,"DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Largest and catalytic component of RNA polymerase II which synthesizes mRNA precursors and many functional non-coding RNAs. Forms the polymerase active center together with the second largest subunit. Pol II is the central component of the basal RNA polymerase II transcription machinery. During a transcription cycle, Pol II, general transcription factors and the Mediator complex assemble as the preinitiation complex (PIC) at the promoter. 11-15 base pairs of DNA surrounding the transcription start site are melted and the single-stranded DNA template strand of the promoter is positioned deeply within the central active site cleft of Pol II to form the open complex. After synthesis of about 30 bases of RNA, Pol II releases its contacts with the core promoter and the rest of the transcription machinery (promoter clearance) and enters the stage of transcription elongation in which it moves on the template as the transcript elongates. Pol II appears to oscillate between inactive and active conformations at each step of nucleotide addition. Elongation is influenced by the phosphorylation status of the C-terminal domain (CTD) of Pol II largest subunit (RPB1), which serves as a platform for assembly of factors that regulate transcription initiation, elongation, termination and mRNA processing. Pol II is composed of mobile elements that move relative to each other. The core element with the central large cleft comprises RPB3, RBP10, RPB11, RPB12 and regions of RPB1 and RPB2 forming the active center. The clamp element (portions of RPB1, RPB2 and RPB3) is connected to the core through a set of flexible switches and moves to open and close the cleft. A bridging helix emanates from RPB1 and crosses the cleft near the catalytic site and is thought to promote translocation of Pol II by acting as a ratchet that moves the RNA-DNA hybrid through the active site by switching from straight to bent conformations at each step of nucleotide addition. In elongating Pol II, the lid loop (RPB1) appears to act as a wedge to drive apart the DNA and RNA strands at the upstream end of the transcription bubble and guide the RNA strand toward the RNA exit groove located near the base of the largely unstructured CTD domain of RPB1. The rudder loop (RPB1) interacts with single-stranded DNA after separation from the RNA strand, likely preventing reassociation with the exiting RNA. The cleft is surrounded by jaws: an upper jaw formed by portions of RBP1, RPB2 and RPB9, and a lower jaw, formed by RPB5 and portions of RBP1. The jaws are thought to grab the incoming DNA template, mainly by RPB5 direct contacts to DNA.",,1,,0
