#Proteome data from UniProt
#Taxonomy	9606-Homo sapiens
#Last modified	June 2019
C9J6K1	ENST00000425202
C9J798	ENST00000465829
C9J7I0	ENST00000636849
C9JBD0	ENST00000383748
C9JCN9	ENST00000451882
C9JDP6	ENST00000453129
C9JE40	ENST00000434130
C9JFL3	ENST00000448599
C9JG80	ENST00000415645
C9JH25	ENST00000446477
C9JI98	ENST00000444469
C9JJ37	ENST00000439563
C9JJH3	ENST00000417945
C9JL84	ENST00000414222
C9JLJ4	ENST00000429667
C9JLR9	ENST00000433688
C9JLW8	ENST00000455127
C9JN71	ENST00000547628
C9JPN9	ENST00000415041
C9JQI7	ENST00000455884
C9JR72	ENST00000432196
C9JRZ8	ENST00000423958
C9JSJ3	ENST00000457052
C9JTQ0	ENST00000434396
C9JUS6	ENST00000420022
C9JVI0	ENST00000457736
C9JVW0	ENST00000552360
C9JXX5	ENST00000449465
D3DTV9	ENST00000422730
D3W0D1	ENST00000535540
D6R901	ENST00000506414
D6R9N7	ENST00000504209
D6RA61	ENST00000511280
D6RBM5	ENST00000506619
D6RBQ6	ENST00000511568
D6RCP7	ENST00000515566
D6RF30	ENST00000512626
D6RGH6	ENST00000513312
D6RGX4	ENST00000512047
D6RIA3	ENST00000511828
D6RJB6	ENST00000506151
E0CX11	ENST00000507606
E2RYF6	ENST00000561890
E5RHQ5	ENST00000524087
E5RJM6	ENST00000427211
E5RQL4	ENST00000622774
E7ERA6	ENST00000453464
E7ETH6	ENST00000442832
E7EU14	ENST00000414155
E7EW31	ENST00000434752
E9PAV3	ENST00000454682
E9PB15	ENST00000453594
E9PGG2	ENST00000419717
E9PI22	ENST00000533250
E9PIF3	ENST00000529166
E9PJ23	ENST00000532254
E9PJI5	ENST00000530217
E9PKD4	ENST00000360151
E9PQ53	ENST00000530054
E9PQR5	ENST00000529716
E9PQX1	ENST00000530719
E9PRG8	ENST00000524958
F2Z333	ENST00000422725
F2Z3F1	ENST00000438651
F5GYI3	ENST00000502113
F5H284	ENST00000544708
F5H4A9	ENST00000326474
F5H4B4	ENST00000535113
F8VTS6	ENST00000341750
F8W1W9	ENST00000550983
F8WBI6	ENST00000448387
F8WCM5	ENST00000356578
F8WFD2	ENST00000552140
G3V0H7	ENST00000421593
H0UI37	ENST00000452647
H0Y354	ENST00000584486
H0YL09	ENST00000558195
H0YL14	ENST00000418388
H0YM25	ENST00000622895
H3BMG3	ENST00000462322
H3BNL1	ENST00000545770
H3BNL8	ENST00000565469
H3BPF8	ENST00000562295
H3BPM6	ENST00000564146
H3BQB6	ENST00000536551
H3BQJ8	ENST00000562505
H3BQL2	ENST00000569052
H3BQW9	ENST00000432622
H3BR10	ENST00000541421
H3BRN8	ENST00000569691
H3BS89	ENST00000565468
H3BSY2	ENST00000563027
H3BTG2	ENST00000566855
H3BU77	ENST00000532798
H3BUK9	ENST00000454856
H3BV12	ENST00000562783
H3BV60	ENST00000565886
H7BZ55	ENST00000443866
H7C241	ENST00000445307
H7C350	ENST00000439765
I0J062	ENST00000620120
I1YAP6	ENST00000398290
I3L1E1	ENST00000574814
I3L273	ENST00000576655
I3L3R5	ENST00000571838
I6L899	ENST00000327271
K7EJ46	ENST00000586005
L0R6Q1	ENST00000623481
L0R8F8	ENST00000637854
M0QZC1	ENST00000601382
M0R2J8	ENST00000342355
O00110	ENST00000585332
O00115	ENST00000222219
O00116	ENST00000264167
O00124	ENST00000615729
O00139	ENST00000381103
O00141	ENST00000237305
O00142	ENST00000299697
O00144	ENST00000344575
O00148	ENST00000242776
O00151	ENST00000329399
O00154	ENST00000361521
O00155	ENST00000304244
O00159	ENST00000359786
O00160	ENST00000338257
O00161	ENST00000249647
O00165	ENST00000328703
O00167	ENST00000327619
O00168	ENST00000351325
O00170	ENST00000279146
O00175	ENST00000222902
O00178	ENST00000216044
O00180	ENST00000366621
O00182	ENST00000302228
O00186	ENST00000370008
O00187	ENST00000400897
O00189	ENST00000359593
O00192	ENST00000263207
O00193	ENST00000228136
O00194	ENST00000262094
O00198	ENST00000257572
O00203	ENST00000255194
O00204	ENST00000201586
O00206	ENST00000355622
O00212	ENST00000308831
O00213	ENST00000299402
O00214	ENST00000341872
O00217	ENST00000313468
O00219	ENST00000219322
O00220	ENST00000221132
O00221	ENST00000275015
O00222	ENST00000339582
O00230	ENST00000377049
O00231	ENST00000261712
O00232	ENST00000356126
O00233	ENST00000537407
O00237	ENST00000237455
O00238	ENST00000264568
O00241	ENST00000381603
O00244	ENST00000313115
O00253	ENST00000290953
O00254	ENST00000296641
O00255	ENST00000312049
O00257	ENST00000269397
O00258	ENST00000333781
O00264	ENST00000217971
O00267	ENST00000359191
O00268	ENST00000252996
O00270	ENST00000366834
O00273	ENST00000377036
O00287	ENST00000255476
O00291	ENST00000336926
O00292	ENST00000366820
O00294	ENST00000229771
O00295	ENST00000221399
O00299	ENST00000375779
O00300	ENST00000297350
O00303	ENST00000533626
O00305	ENST00000201943
O00308	ENST00000356003
O00311	ENST00000234626
O00321	ENST00000379026
O00322	ENST00000222275
O00327	ENST00000389707
O00329	ENST00000377346
O00330	ENST00000227868
O00337	ENST00000286749
O00338	ENST00000251481
O00339	ENST00000254898
O00341	ENST00000371491
O00358	ENST00000375123
O00391	ENST00000367600
O00398	ENST00000171757
O00399	ENST00000221114
O00400	ENST00000359479
O00401	ENST00000223023
O00408	ENST00000334456
O00409	ENST00000261302
O00410	ENST00000261574
O00411	ENST00000588649
O00418	ENST00000263026
O00421	ENST00000357392
O00422	ENST00000382533
O00423	ENST00000262233
O00425	ENST00000258729
O00429	ENST00000266481
O00442	ENST00000260563
O00443	ENST00000265970
O00444	ENST00000270861
O00445	ENST00000354308
O00451	ENST00000517328
O00458	ENST00000005558
O00459	ENST00000222254
O00461	ENST00000470487
O00462	ENST00000226578
O00463	ENST00000261464
O00468	ENST00000379370
O00469	ENST00000282903
O00470	ENST00000272369
O00471	ENST00000621441
O00472	ENST00000237853
O00476	ENST00000360657
O00478	ENST00000244519
O00479	ENST00000377575
O00481	ENST00000289361
O00482	ENST00000236914
O00483	ENST00000339600
O00487	ENST00000409682
O00488	ENST00000374266
O00499	ENST00000259238
O00501	ENST00000618236
O00505	ENST00000261667
O00506	ENST00000316586
O00507	ENST00000338981
O00512	ENST00000234739
O00515	ENST00000391967
O00519	ENST00000243167
O00522	ENST00000340022
O00526	ENST00000264031
O00533	ENST00000256509
O00534	ENST00000361352
O00541	ENST00000335214
O00548	ENST00000366756
O00555	ENST00000360228
O00559	ENST00000337573
O00560	ENST00000260130
O00562	ENST00000356404
O00566	ENST00000244230
O00567	ENST00000329276
O00570	ENST00000330949
O00571	ENST00000457138
O00574	ENST00000304552
O00584	ENST00000421787
O00585	ENST00000259607
O00587	ENST00000356998
O00590	ENST00000422265
O00591	ENST00000265294
O00592	ENST00000322985
O00602	ENST00000371806
O00622	ENST00000451137
O00623	ENST00000225873
O00624	ENST00000265425
O00625	ENST00000380420
O00626	ENST00000219235
O00628	ENST00000318471
O00629	ENST00000334256
O00631	ENST00000305991
O00634	ENST00000293973
O00635	ENST00000357085
O00712	ENST00000380953
O00716	ENST00000346618
O00743	ENST00000373547
O00744	ENST00000301061
O00746	ENST00000219479
O00748	ENST00000317091
O00750	ENST00000367187
O00754	ENST00000221363
O00755	ENST00000285018
O00757	ENST00000375337
O00762	ENST00000335046
O00763	ENST00000338432
O00764	ENST00000291565
O00767	ENST00000370355
O14490	ENST00000315677
O14493	ENST00000340958
O14494	ENST00000264775
O14495	ENST00000371250
O14497	ENST00000324856
O14498	ENST00000249842
O14503	ENST00000256495
O14508	ENST00000340600
O14511	ENST00000289409
O14512	ENST00000612932
O14513	ENST00000409213
O14514	ENST00000323289
O14519	ENST00000261692
O14520	ENST00000297988
O14521	ENST00000375549
O14522	ENST00000373187
O14523	ENST00000336702
O14524	ENST00000300128
O14525	ENST00000361833
O14526	ENST00000252771
O14529	ENST00000261726
O14530	ENST00000264255
O14531	ENST00000338492
O14543	ENST00000330871
O14544	ENST00000397942
O14545	ENST00000257604
O14548	ENST00000234301
O14556	ENST00000222286
O14558	ENST00000004982
O14559	ENST00000314737
O14561	ENST00000007516
O14562	ENST00000395878
O14569	ENST00000232508
O14576	ENST00000324972
O14578	ENST00000261833
O14579	ENST00000262812
O14581	ENST00000327462
O14593	ENST00000303088
O14594	ENST00000252575
O14595	ENST00000398073
O14598	ENST00000250823
O14599	ENST00000331070
O14602	ENST00000361365
O14603	ENST00000303728
O14604	ENST00000284856
O14607	ENST00000329134
O14610	ENST00000300406
O14613	ENST00000279249
O14617	ENST00000345016
O14618	ENST00000533244
O14625	ENST00000306621
O14626	ENST00000309180
O14627	ENST00000373514
O14628	ENST00000005082
O14633	ENST00000368780
O14638	ENST00000357639
O14639	ENST00000277895
O14640	ENST00000378888
O14641	ENST00000005340
O14645	ENST00000652629
O14646	ENST00000284049
O14647	ENST00000394196
O14649	ENST00000302909
O14653	ENST00000225567
O14654	ENST00000372129
O14656	ENST00000351698
O14657	ENST00000259339
O14662	ENST00000355957
O14668	ENST00000378628
O14669	ENST00000246794
O14672	ENST00000260408
O14678	ENST00000356924
O14681	ENST00000278903
O14682	ENST00000302351
O14683	ENST00000308212
O14684	ENST00000340607
O14686	ENST00000301067
O14709	ENST00000344387
O14713	ENST00000238091
O14715	ENST00000302558
O14717	ENST00000377799
O14718	ENST00000317735
O14727	ENST00000333991
O14730	ENST00000339486
O14732	ENST00000269159
O14733	ENST00000397979
O14734	ENST00000217455
O14735	ENST00000219789
O14737	ENST00000419343
O14744	ENST00000216350
O14745	ENST00000262613
O14746	ENST00000310581
O14753	ENST00000335987
O14756	ENST00000322165
O14757	ENST00000428830
O14763	ENST00000276431
O14764	ENST00000378585
O14770	ENST00000314177
O14771	ENST00000396878
O14772	ENST00000370894
O14773	ENST00000299427
O14775	ENST00000261837
O14776	ENST00000296702
O14777	ENST00000261597
O14782	ENST00000264712
O14786	ENST00000265371
O14787	ENST00000356861
O14788	ENST00000239849
O14791	ENST00000319136
O14792	ENST00000002596
O14793	ENST00000260950
O14795	ENST00000378495
O14796	ENST00000367929
O14798	ENST00000356864
O14802	ENST00000372371
O14804	ENST00000258034
O14807	ENST00000289104
O14810	ENST00000304062
O14813	ENST00000298231
O14815	ENST00000271971
O14817	ENST00000397397
O14818	ENST00000370858
O14827	ENST00000265080
O14828	ENST00000302631
O14829	ENST00000349874
O14830	ENST00000286719
O14832	ENST00000263038
O14836	ENST00000261652
O14841	ENST00000618853
O14842	ENST00000246553
O14843	ENST00000327809
O14862	ENST00000368130
O14863	ENST00000261867
O14867	ENST00000286800
O14874	ENST00000219794
O14879	ENST00000371811
O14880	ENST00000367884
O14893	ENST00000250379
O14894	ENST00000270560
O14896	ENST00000367021
O14901	ENST00000305883
O14904	ENST00000272164
O14905	ENST00000290015
O14907	ENST00000225525
O14908	ENST00000345425
O14910	ENST00000552864
O14917	ENST00000377918
O14920	ENST00000416505
O14921	ENST00000391995
O14924	ENST00000336727
O14925	ENST00000580018
O14926	ENST00000334850
O14929	ENST00000264108
O14931	ENST00000340027
O14933	ENST00000287156
O14936	ENST00000378154
O14939	ENST00000263088
O14944	ENST00000244869
O14948	ENST00000265440
O14949	ENST00000378665
O14950	ENST00000237500
O14957	ENST00000585671
O14958	ENST00000261448
O14960	ENST00000274507
O14964	ENST00000329138
O14965	ENST00000312783
O14966	ENST00000235932
O14967	ENST00000325617
O14972	ENST00000309117
O14974	ENST00000261207
O14975	ENST00000267842
O14976	ENST00000314167
O14977	ENST00000337198
O14978	ENST00000219069
O14979	ENST00000295470
O14980	ENST00000401558
O14981	ENST00000265990
O14983	ENST00000357084
O14986	ENST00000265382
O14990	ENST00000378131
O14994	ENST00000358763
O15013	ENST00000349830
O15014	ENST00000326648
O15015	ENST00000300850
O15016	ENST00000299550
O15018	ENST00000438447
O15020	ENST00000309996
O15021	ENST00000261569
O15027	ENST00000313050
O15031	ENST00000359337
O15033	ENST00000356357
O15034	ENST00000261655
O15037	ENST00000251343
O15040	ENST00000359520
O15041	ENST00000427262
O15042	ENST00000473835
O15047	ENST00000262519
O15049	ENST00000274605
O15050	ENST00000429976
O15054	ENST00000254846
O15055	ENST00000254657
O15056	ENST00000355585
O15060	ENST00000300101
O15061	ENST00000336292
O15062	ENST00000307750
O15063	ENST00000299505
O15066	ENST00000375712
O15067	ENST00000314666
O15068	ENST00000375597
O15069	ENST00000490531
O15072	ENST00000286657
O15075	ENST00000255448
O15078	ENST00000547691
O15079	ENST00000381867
O15083	ENST00000288221
O15084	ENST00000399451
O15085	ENST00000361409
O15090	ENST00000355537
O15091	ENST00000250377
O15105	ENST00000262158
O15111	ENST00000370397
O15116	ENST00000311351
O15117	ENST00000351578
O15118	ENST00000269228
O15119	ENST00000257566
O15120	ENST00000371694
O15121	ENST00000323699
O15123	ENST00000325203
O15126	ENST00000614488
O15127	ENST00000268099
O15130	ENST00000267017
O15131	ENST00000356348
O15143	ENST00000252725
O15144	ENST00000295685
O15145	ENST00000228825
O15146	ENST00000189978
O15151	ENST00000367182
O15155	ENST00000222547
O15156	ENST00000292176
O15160	ENST00000304004
O15162	ENST00000342435
O15164	ENST00000343526
O15165	ENST00000359446
O15169	ENST00000262320
O15173	ENST00000296425
O15178	ENST00000296946
O15182	ENST00000283122
O15194	ENST00000273179
O15195	ENST00000283713
O15197	ENST00000392957
O15198	ENST00000350148
O15204	ENST00000256412
O15205	ENST00000377050
O15209	ENST00000383196
O15211	ENST00000383204
O15212	ENST00000374606
O15213	ENST00000374617
O15217	ENST00000370959
O15218	ENST00000300098
O15226	ENST00000304449
O15228	ENST00000366647
O15229	ENST00000366557
O15230	ENST00000252999
O15231	ENST00000318504
O15232	ENST00000407540
O15234	ENST00000264645
O15235	ENST00000308018
O15239	ENST00000371437
O15240	ENST00000249330
O15243	ENST00000371065
O15244	ENST00000366953
O15245	ENST00000324965
O15247	ENST00000369449
O15254	ENST00000356406
O15258	ENST00000488353
O15259	ENST00000316534
O15260	ENST00000371989
O15263	ENST00000302247
O15264	ENST00000211287
O15265	ENST00000295900
O15266	ENST00000334060
O15269	ENST00000262554
O15270	ENST00000216484
O15273	ENST00000309889
O15287	ENST00000378643
O15294	ENST00000373701
O15296	ENST00000380173
O15297	ENST00000305921
O15303	ENST00000231188
O15304	ENST00000329967
O15305	ENST00000268261
O15315	ENST00000471583
O15318	ENST00000399107
O15321	ENST00000261789
O15327	ENST00000262992
O15335	ENST00000258969
O15342	ENST00000517669
O15344	ENST00000317552
O15347	ENST00000325307
O15350	ENST00000346387
O15353	ENST00000226247
O15354	ENST00000303921
O15355	ENST00000344034
O15357	ENST00000298229
O15360	ENST00000389301
O15370	ENST00000342665
O15371	ENST00000216190
O15372	ENST00000521861
O15374	ENST00000369779
O15375	ENST00000329783
O15379	ENST00000305264
O15381	ENST00000281701
O15382	ENST00000316273
O15389	ENST00000534261
O15391	ENST00000429584
O15392	ENST00000374948
O15393	ENST00000332149
O15394	ENST00000400546
O15397	ENST00000256079
O15399	ENST00000263269
O15400	ENST00000367937
O15403	ENST00000327268
O15405	ENST00000219746
O15409	ENST00000350908
O15417	ENST00000430969
O15427	ENST00000392339
O15431	ENST00000374212
O15432	ENST00000259392
O15438	ENST00000285238
O15439	ENST00000376887
O15440	ENST00000265586
O15442	ENST00000417669
O15444	ENST00000253451
O15446	ENST00000309424
O15455	ENST00000296795
O15457	ENST00000263187
O15460	ENST00000166534
O15466	ENST00000315087
O15467	ENST00000611905
O15479	ENST00000378988
O15480	ENST00000361644
O15481	ENST00000378982
O15482	ENST00000610938
O15484	ENST00000278559
O15488	ENST00000353656
O15492	ENST00000367558
O15496	ENST00000438167
O15498	ENST00000223369
O15499	ENST00000086933
O15503	ENST00000340368
O15504	ENST00000258742
O15511	ENST00000294742
O15514	ENST00000272645
O15516	ENST00000309964
O15519	ENST00000309955
O15520	ENST00000264664
O15522	ENST00000258829
O15523	ENST00000336079
O15524	ENST00000332029
O15525	ENST00000357736
O15527	ENST00000302003
O15528	ENST00000228606
O15529	ENST00000454971
O15530	ENST00000268673
O15533	ENST00000374572
O15535	ENST00000252207
O15537	ENST00000379984
O15539	ENST00000313961
O15540	ENST00000356535
O15541	ENST00000371442
O15547	ENST00000401443
O15550	ENST00000377967
O15551	ENST00000395145
O15552	ENST00000246549
O15553	ENST00000219596
O15554	ENST00000262888
O43143	ENST00000336812
O43147	ENST00000268989
O43148	ENST00000262173
O43149	ENST00000381638
O43150	ENST00000281419
O43151	ENST00000409262
O43155	ENST00000330753
O43156	ENST00000373447
O43157	ENST00000296440
O43159	ENST00000254605
O43164	ENST00000361189
O43166	ENST00000358550
O43167	ENST00000230122
O43169	ENST00000307892
O43172	ENST00000374198
O43173	ENST00000324000
O43174	ENST00000224356
O43175	ENST00000641023
O43181	ENST00000296684
O43182	ENST00000303025
O43184	ENST00000368676
O43186	ENST00000221996
O43187	ENST00000256458
O43189	ENST00000374512
O43193	ENST00000218721
O43194	ENST00000329321
O43196	ENST00000375703
O43236	ENST00000317256
O43237	ENST00000258198
O43240	ENST00000309958
O43242	ENST00000264639
O43246	ENST00000382932
O43247	ENST00000381821
O43248	ENST00000546378
O43251	ENST00000262829
O43252	ENST00000265174
O43255	ENST00000312960
O43257	ENST00000305105
O43264	ENST00000200135
O43272	ENST00000357068
O43278	ENST00000344051
O43280	ENST00000264029
O43281	ENST00000216733
O43283	ENST00000265026
O43286	ENST00000371711
O43290	ENST00000312397
O43291	ENST00000301244
O43292	ENST00000355091
O43293	ENST00000301264
O43294	ENST00000361773
O43295	ENST00000360413
O43296	ENST00000263095
O43298	ENST00000373457
O43299	ENST00000348624
O43300	ENST00000274711
O43301	ENST00000369209
O43303	ENST00000381396
O43304	ENST00000251170
O43306	ENST00000307885
O43307	ENST00000253401
O43309	ENST00000361028
O43310	ENST00000256413
O43312	ENST00000325064
O43313	ENST00000299575
O43314	ENST00000321521
O43315	ENST00000219919
O43316	ENST00000341640
O43318	ENST00000369325
O43320	ENST00000439435
O43323	ENST00000649637
O43324	ENST00000379715
O43325	ENST00000219168
O43345	ENST00000397126
O43347	ENST00000257552
O43353	ENST00000220751
O43361	ENST00000334181
O43364	ENST00000222718
O43365	ENST00000317201
O43374	ENST00000262940
O43379	ENST00000270301
O43390	ENST00000302271
O43395	ENST00000324862
O43396	ENST00000217515
O43399	ENST00000217121
O43402	ENST00000253457
O43405	ENST00000396618
O43414	ENST00000372257
O43422	ENST00000260045
O43424	ENST00000282020
O43426	ENST00000357345
O43427	ENST00000338369
O43432	ENST00000264211
O43435	ENST00000329705
O43439	ENST00000342704
O43447	ENST00000304979
O43448	ENST00000303790
O43451	ENST00000549489
O43462	ENST00000379484
O43463	ENST00000337852
O43464	ENST00000258080
O43474	ENST00000374672
O43482	ENST00000220514
O43488	ENST00000235835
O43490	ENST00000447510
O43491	ENST00000337057
O43493	ENST00000282120
O43497	ENST00000352832
O43502	ENST00000337432
O43504	ENST00000602318
O43505	ENST00000311181
O43506	ENST00000256389
O43508	ENST00000293825
O43511	ENST00000265715
O43513	ENST00000286317
O43516	ENST00000272746
O43520	ENST00000283684
O43521	ENST00000308659
O43524	ENST00000343882
O43525	ENST00000388996
O43526	ENST00000344425
O43529	ENST00000264249
O43541	ENST00000288840
O43542	ENST00000352127
O43543	ENST00000359321
O43548	ENST00000220420
O43555	ENST00000245983
O43556	ENST00000265735
O43557	ENST00000245912
O43559	ENST00000259748
O43561	ENST00000360872
O43566	ENST00000408923
O43567	ENST00000344229
O43570	ENST00000178638
O43572	ENST00000225737
O43581	ENST00000263846
O43583	ENST00000280557
O43586	ENST00000558012
O43592	ENST00000332707
O43593	ENST00000312841
O43597	ENST00000377102
O43598	ENST00000230431
O43602	ENST00000358070
O43603	ENST00000329003
O43609	ENST00000339241
O43610	ENST00000302805
O43612	ENST00000293330
O43613	ENST00000373706
O43614	ENST00000370862
O43615	ENST00000270538
O43617	ENST00000373162
O43623	ENST00000020945
O43633	ENST00000312547
O43638	ENST00000375978
O43639	ENST00000233154
O43653	ENST00000301258
O43657	ENST00000373020
O43660	ENST00000302078
O43663	ENST00000361188
O43665	ENST00000369101
O43670	ENST00000321233
O43674	ENST00000259037
O43676	ENST00000237889
O43677	ENST00000394223
O43678	ENST00000252102
O43679	ENST00000304523
O43680	ENST00000237316
O43681	ENST00000357332
O43683	ENST00000302759
O43684	ENST00000368858
O43687	ENST00000342266
O43688	ENST00000269812
O43692	ENST00000260113
O43699	ENST00000343300
O43704	ENST00000310613
O43707	ENST00000252699
O43708	ENST00000361389
O43709	ENST00000265758
O43711	ENST00000296921
O43715	ENST00000546954
O43716	ENST00000551765
O43719	ENST00000218364
O43731	ENST00000216014
O43734	ENST00000340026
O43736	ENST00000373298
O43739	ENST00000350796
O43741	ENST00000254101
O43745	ENST00000300113
O43747	ENST00000299980
O43749	ENST00000304646
O43752	ENST00000258301
O43759	ENST00000318801
O43760	ENST00000225777
O43761	ENST00000248121
O43763	ENST00000233638
O43765	ENST00000221566
O43766	ENST00000340169
O43768	ENST00000271690
O43772	ENST00000319017
O43776	ENST00000256854
O43781	ENST00000367106
O43790	ENST00000293525
O43791	ENST00000347630
O43795	ENST00000304164
O43805	ENST00000322310
O43808	ENST00000435456
O43809	ENST00000300291
O43813	ENST00000233714
O43815	ENST00000263918
O43818	ENST00000232888
O43819	ENST00000252785
O43820	ENST00000336307
O43822	ENST00000325223
O43823	ENST00000269701
O43824	ENST00000326153
O43825	ENST00000367434
O43826	ENST00000631372
O43827	ENST00000376819
O43829	ENST00000357006
O43837	ENST00000380843
O43847	ENST00000352171
O43852	ENST00000249364
O43854	ENST00000296591
O43861	ENST00000307671
O43865	ENST00000359172
O43866	ENST00000368174
O43868	ENST00000347644
O43869	ENST00000366474
O43889	ENST00000353704
O43895	ENST00000371106
O43896	ENST00000320785
O43897	ENST00000061240
O43900	ENST00000599218
O43903	ENST00000278187
O43908	ENST00000309384
O43909	ENST00000220562
O43913	ENST00000297431
O43914	ENST00000262629
O43915	ENST00000297904
O43916	ENST00000308064
O43918	ENST00000291582
O43920	ENST00000372967
O43921	ENST00000215368
O43924	ENST00000287600
O43927	ENST00000286758
O43929	ENST00000264169
O43930	ENST00000533551
O43933	ENST00000248633
O43934	ENST00000336509
O60216	ENST00000297338
O60218	ENST00000359579
O60220	ENST00000372902
O60224	ENST00000595235
O60225	ENST00000311798
O60229	ENST00000240874
O60231	ENST00000376442
O60232	ENST00000309328
O60234	ENST00000597595
O60235	ENST00000283916
O60237	ENST00000290419
O60238	ENST00000380629
O60239	ENST00000383791
O60240	ENST00000300055
O60241	ENST00000373655
O60242	ENST00000370598
O60243	ENST00000259241
O60244	ENST00000324817
O60245	ENST00000361762
O60248	ENST00000250055
O60256	ENST00000268835
O60258	ENST00000359441
O60259	ENST00000320838
O60260	ENST00000338468
O60262	ENST00000382159
O60264	ENST00000283131
O60266	ENST00000260600
O60268	ENST00000258180
O60269	ENST00000374314
O60271	ENST00000262013
O60279	ENST00000309558
O60281	ENST00000369577
O60282	ENST00000435030
O60284	ENST00000276480
O60285	ENST00000261402
O60287	ENST00000382751
O60290	ENST00000223210
O60291	ENST00000262370
O60292	ENST00000222345
O60293	ENST00000378743
O60294	ENST00000305641
O60296	ENST00000332624
O60299	ENST00000329152
O60303	ENST00000261588
O60304	ENST00000219478
O60306	ENST00000156471
O60307	ENST00000262811
O60308	ENST00000378223
O60309	ENST00000319651
O60312	ENST00000356865
O60313	ENST00000361150
O60315	ENST00000409487
O60318	ENST00000291688
O60320	ENST00000261275
O60330	ENST00000252085
O60331	ENST00000335312
O60333	ENST00000263934
O60336	ENST00000456763
O60337	ENST00000274140
O60341	ENST00000356634
O60343	ENST00000377625
O60346	ENST00000262719
O60347	ENST00000225235
O60353	ENST00000358755
O60356	ENST00000324873
O60359	ENST00000005284
O60381	ENST00000222574
O60383	ENST00000378673
O60391	ENST00000234389
O60393	ENST00000467773
O60403	ENST00000305899
O60404	ENST00000305892
O60412	ENST00000248072
O60423	ENST00000310127
O60427	ENST00000433932
O60431	ENST00000209540
O60437	ENST00000345988
O60443	ENST00000342947
O60447	ENST00000370331
O60462	ENST00000272849
O60469	ENST00000400454
O60476	ENST00000356554
O60477	ENST00000265922
O60478	ENST00000366592
O60481	ENST00000287538
O60486	ENST00000258526
O60487	ENST00000278937
O60488	ENST00000340800
O60493	ENST00000230085
O60494	ENST00000377833
O60496	ENST00000276420
O60499	ENST00000343587
O60500	ENST00000353632
O60502	ENST00000357797
O60503	ENST00000294016
O60504	ENST00000240123
O60506	ENST00000355238
O60507	ENST00000304842
O60508	ENST00000307731
O60512	ENST00000319769
O60513	ENST00000359213
O60516	ENST00000310331
O60518	ENST00000259569
O60519	ENST00000228865
O60522	ENST00000316081
O60524	ENST00000298310
O60542	ENST00000245810
O60543	ENST00000320477
O60547	ENST00000380815
O60548	ENST00000334793
O60551	ENST00000378165
O60563	ENST00000261900
O60565	ENST00000560830
O60566	ENST00000287598
O60568	ENST00000223127
O60573	ENST00000258416
O60575	ENST00000379721
O60583	ENST00000264157
O60602	ENST00000366881
O60603	ENST00000260010
O60609	ENST00000274721
O60610	ENST00000389054
