#Table S3. Evolutionary rates based on five methods of heuristic counting and maximum-likelihood approaches
#Note: See online supplementary information for the details.
#1. NG: Nei, M. and Gojobori, T. (1986)
#2. LWL: Li, W.H., et al. (1985)
#3. LPB: Li, W.H. (1993) and Pamilo, P. and Bianchi, N.O. (1993)
#4. MLWL (Modified LWL): Tzeng, Y.H., et al. (2004)
#5. MLPB (Modified LPB): Tzeng, Y.H., et al. (2004)
#6. YN: Yang, Z. and Nielsen, R. (2000)
#7. MYN (Modified YN): Zhang, Z., et al. (2006)
gene	ecoli	salmonella	dN_NG	dS_NG	dNdS_NG	dN_LWL	dS_LWL	dNdS_LWL	dN_MLWL	dS_MLWL	dNdS_MLWL	dN_LPB	dS_LPB	dNdS_LPB	dN_MLPB	dS_MLPB	dNdS_MLPB	dN_YN	dS_YN	dNdS_YN	kappa_MYN	t_MYN	S_MYN	N_MYN	dNdS_MYN	dN_MYN	dS_MYN
coaE	b0103	STM0140	0.0712262	1.51754	0.0469352	0.0754442	1.29681	0.0581769	0.0714315	1.25158	0.0570732	0.0749621	1.13084	0.0662888	0.0697161	1.15651	0.0602814	0.0659905	2.89837	0.0227681	1.71783	1.3963	177.6	440.4	0.0471	0.0682	1.4503
guaC	b0104	STM0141	0.0343066	1.13682	0.0301778	0.0336721	1.14927	0.0292987	0.0347978	1.04859	0.0331852	0.0336813	0.992053	0.0339512	0.0337603	0.991668	0.0340439	0.0299732	1.33664	0.0224242	1.6655	0.9667	288.6	752.4	0.028	0.0304	1.0833
hofC	b0106	STM0142	0.232634	1.56568	0.148583	0.239405	1.48666	0.161035	0.229219	1.58203	0.144889	0.242426	1.24258	0.195099	0.232484	1.30561	0.178065	0.227347	1.89141	0.1202	1.71461	2.1588	345.4	854.6	0.1167	0.2264	1.94
hofB	b0107	STM0143	0.445104	0.233133	1.90923	0.445157	0.259521	1.7153	0.450397	0.25409	1.77259	0.467495	0.235574	1.98449	0.465566	0.240264	1.93773	0.496842	0.1896	2.62047	2.41286	1.2528	394	890	2.6985	0.5176	0.1918
ppdD	b0108	STM0144	0.0656234	1.39814	0.0469363	0.0644317	1.27135	0.0506797	0.0688406	1.05029	0.0655447	0.06887	1.03159	0.0667608	0.0690431	1.03013	0.0670238	0.0630326	2.50701	0.0251425	4.23252	1.5047	118.6	313.4	0.0393	0.0651	1.655
nadC	b0109	STM0145	0.0843383	1.14465	0.0736801	0.0841551	1.07014	0.0786393	0.0861757	0.974325	0.0884465	0.0868935	0.918287	0.0946257	0.0860975	0.921692	0.0934124	0.0831191	1.15928	0.0716988	2.46013	1.1367	258.8	632.2	0.0771	0.0847	1.0977
ampD	b0110	STM0146	0.0606325	1.56323	0.0387866	0.0646007	1.39038	0.0464626	0.0605317	1.3586	0.0445546	0.0658496	1.3247	0.0497091	0.0611897	1.34254	0.0455774	0.0541311	1.50019	0.0360829	1.56654	1.3026	137.9	405.1	0.0348	0.054	1.5508
ampE	b0111	STM0147	0.0960146	1.36584	0.070297	0.0962378	1.22245	0.0787253	0.0967062	1.15873	0.083459	0.0977746	1.06407	0.0918875	0.0962195	1.07112	0.0898305	0.0874366	2.43951	0.0358419	2.15419	1.6859	238.6	613.4	0.0494	0.0879	1.781
aroP	b0112	STM0150	0.0451866	0.98036	0.0460919	0.0465985	0.9338	0.049902	0.0455082	0.870286	0.0522911	0.0473734	0.839547	0.0564273	0.0451583	0.848062	0.0532489	0.043951	1.01301	0.0433866	2.35707	0.9786	376.8	991.2	0.0418	0.0446	1.0671
pdhR	b0113	STM0151	0.0184133	0.9498	0.0193865	0.0199348	0.870418	0.0229026	0.0194204	0.720851	0.0269409	0.0190758	0.724477	0.0263304	0.0174259	0.730836	0.0238438	0.0156178	2.48604	0.00628219	2.22761	0.7251	215.1	546.9	0.0206	0.0168	0.8136
aceE	b0114	STM0152	0.0213292	0.366745	0.0581582	0.0209694	0.379018	0.0553257	0.0218674	0.329801	0.0663049	0.0216011	0.335162	0.0644497	0.0215627	0.335273	0.064314	0.0200306	0.386603	0.051812	1.72794	0.3185	648.6	2012.4	0.0544	0.0203	0.3726
aceF	b0115	STM0153	0.100133	0.186341	0.537363	0.100227	0.193041	0.519201	0.102622	0.179718	0.571018	0.107391	0.183582	0.584974	0.107028	0.184443	0.580278	0.107562	0.157454	0.683137	2.51924	0.3813	534.5	1253.5	0.6389	0.1087	0.1702
lpd	b0116	STM0154	0.00704678	0.386421	0.018236	0.00736707	0.412672	0.0178521	0.0074282	0.336165	0.0220969	0.00730572	0.340051	0.0214842	0.00687422	0.341251	0.0201442	0.00681533	0.368216	0.0185091	3.11008	0.3211	416.6	1005.4	0.0203	0.0071	0.3483
yacH	b0117	STM0157	0.23503	1.40798	0.166927	0.237646	1.24277	0.191223	0.233116	1.27037	0.183502	0.242929	1.08126	0.224671	0.237685	1.11038	0.214058	0.239077	1.37474	0.173908	2.03978	1.6578	408.8	989.2	0.1916	0.2474	1.2912
acnB	b0118	STM0158	0.0189954	0.564517	0.033649	0.018815	0.577802	0.0325631	0.0199748	0.481461	0.041488	0.0191381	0.477124	0.0401115	0.0190172	0.477495	0.039827	0.017906	0.576	0.0310867	3.45792	0.4897	740.7	1854.3	0.035	0.0184	0.5258
yacL	b0119	STM0160	0.0651489	1.12345	0.0579902	0.0646208	1.03211	0.0626104	0.0661886	0.946429	0.069935	0.0679609	1.00266	0.0677805	0.0679609	1.00266	0.0677805	0.0721422	0.610647	0.118141	1.65365	1.2978	95.8	252.2	0.0471	0.0659	1.3976
speD	b0120	STM0165	0.0163878	0.867164	0.0188982	0.016039	0.828078	0.019369	0.0170738	0.669133	0.0255164	0.0164005	0.742298	0.0220942	0.0164005	0.742298	0.0220942	0.0150575	0.928276	0.016221	1.23457	0.6112	169.4	622.6	0.0163	0.0147	0.8983
speE	b0121	STM0166	0.0276493	1.23455	0.0223963	0.0303423	1.07579	0.0282046	0.0289015	0.90207	0.0320391	0.0290447	0.870441	0.0333678	0.0261396	0.883868	0.0295741	0.0254276	1.68977	0.015048	1.75541	0.8533	211.6	646.4	0.0251	0.0269	1.0711
yacC	b0122	STM0167	0.0302598	1.07619	0.0281177	0.0289847	1.0444	0.0277524	0.032563	0.737227	0.0441696	0.0285597	0.706984	0.0403965	0.0285597	0.706984	0.0403965	0.0210226	0.945093	0.0222439	3.03089	0.7659	90.6	254.4	0.0223	0.0205	0.9151
cueO	b0123	STM0168	0.103313	1.03833	0.0994994	0.103695	0.969233	0.106987	0.103188	0.9365	0.110184	0.105611	0.863249	0.122342	0.103816	0.870972	0.119195	0.0897829	1.59177	0.0564043	1.78891	1.139	384.9	1163.1	0.0713	0.0896	1.2564
gcd	b0124	STM0169	0.0407128	1.03685	0.0392657	0.042478	0.972835	0.0436641	0.0413121	0.900779	0.0458626	0.0421381	0.843232	0.0499721	0.0398819	0.853436	0.0467309	0.0379973	1.41275	0.0268959	2.2995	0.8725	646.8	1741.2	0.0404	0.0391	0.9686
hpt	b0125	STM0170	0.0187794	0.7944	0.0236397	0.0184821	0.818473	0.0225812	0.0207902	0.594135	0.0349924	0.0210135	0.610321	0.0344303	0.0210135	0.610321	0.0344303	0.0196133	0.62054	0.0316069	7.56899	0.6904	171	363	0.0294	0.0199	0.6762
can	b0126	STM0171	0.0692208	0.728877	0.094969	0.0697143	0.713991	0.0976402	0.071058	0.627926	0.113163	0.0729232	0.623326	0.11699	0.0714111	0.628645	0.113595	0.061271	0.712678	0.0859729	1.95108	0.6919	172.2	487.8	0.0864	0.0614	0.7103
yadG	b0127	STM0172	0.0379947	1.09585	0.0346716	0.0380733	1.00877	0.0377425	0.0395928	0.847773	0.0467021	0.0391552	0.846701	0.0462444	0.0384676	0.849498	0.0452827	0.0273459	1.52096	0.0179794	2.28983	0.9135	253.8	670.2	0.0274	0.0283	1.0341
yadH	b0128	STM0173	0.0321253	1.12565	0.0285393	0.0314936	1.05459	0.0298635	0.0325859	0.953071	0.0341904	0.0320805	0.939508	0.034146	0.0320805	0.939508	0.034146	0.0282843	1.50023	0.0188533	3.37914	1.546	219.9	548.1	0.0165	0.0285	1.7287
yadI	b0129	STM0178	0.137327	NA	NA	0.140606	2.59874	0.0541053	0.138073	2.59062	0.0532971	0.140045	2.00608	0.0698101	0.135033	2.09271	0.0645253	0.125204	3.46017	0.0361844	1.50791	1.9317	111.7	326.3	0.0583	0.1258	2.1568
yadE	b0130	STM0179	0.121236	2.20089	0.0550851	0.124349	1.56717	0.0793464	0.124693	1.41924	0.0878586	0.130799	1.31766	0.0992658	0.126017	1.35846	0.0927649	0.116348	1.44972	0.0802555	2.76278	1.7711	325.1	895.9	0.059	0.1126	1.9074
panD	b0131	STM0180	0.0240205	1.00189	0.0239752	0.0234878	0.998505	0.023523	0.0236435	0.975551	0.0242361	0.0242393	1.00957	0.0240095	0.0242393	1.00957	0.0240095	0.0236974	0.74131	0.0319669	1.121	0.8481	93.4	284.6	0.0206	0.0221	1.0762
panC	b0133	STM0181	0.0816299	1.16245	0.0702221	0.0800345	1.10719	0.0722863	0.0825816	1.01867	0.0810681	0.0804008	0.94263	0.0852942	0.0807404	0.940533	0.0858454	0.0814436	1.44293	0.0564431	1.76583	1.1216	203.2	564.8	0.0686	0.0814	1.1867
panB	b0134	STM0182	0.108506	0.591618	0.183406	0.105027	0.602826	0.174224	0.109062	0.542343	0.201093	0.112963	0.549333	0.205637	0.112963	0.549333	0.205637	0.113889	0.499091	0.228193	3.16865	0.7487	231.5	524.5	0.2076	0.115	0.5543
yadV	b0140	STM0339	0.603663	1.37933	0.43765	0.601678	1.45494	0.41354	0.591385	1.54747	0.382161	0.622787	1.343	0.463729	0.610539	1.41941	0.430135	0.608523	1.64694	0.369487	1.90963	3.033	135.8	386.2	0.3052	0.635	2.0804
folK	b0142	STM0183	0.0508236	1.54998	0.0327899	0.0581108	1.36252	0.0426496	0.0534019	1.22742	0.0435075	0.0580389	1.09457	0.0530246	0.051014	1.14618	0.0445079	0.0492621	1.89386	0.0260114	3.13726	1.3807	123.6	296.4	0.0344	0.0497	1.4449
pcnB	b0143	STM0184	0.052784	1.21189	0.0435551	0.0517927	1.13175	0.0457635	0.0548729	0.954307	0.0575002	0.0529907	0.911804	0.0581163	0.0529907	0.911804	0.0581163	0.0491676	1.78052	0.0276141	3.14677	1.0195	378.5	983.5	0.0459	0.0501	1.0928
gluQ	b0144	STM0185	0.141938	1.75791	0.0807422	0.147067	1.59922	0.0919614	0.142388	1.61985	0.0879023	0.147146	1.29103	0.113976	0.140389	1.36901	0.102548	0.127866	1.58885	0.0804775	1.43642	50	247.2	646.8	0.002	0.1221	59.9622
dksA	b0145	STM0186	0.0100543	0.746842	0.0134625	0.0115273	0.718415	0.0160455	0.0108481	0.543107	0.0199742	0.0114216	0.563766	0.0202595	0.00988366	0.56963	0.017351	0.00582085	0.92729	0.00627727	2.25457	0.5441	119.1	333.9	0.0091	0.0061	0.6727
sfsA	b0146	STM0187	0.126212	1.3006	0.097041	0.127123	1.20699	0.105322	0.125153	1.16894	0.107065	0.129127	1.0455	0.123508	0.125333	1.06204	0.118012	0.119495	1.42652	0.0837667	1.71004	1.2565	191.8	510.2	0.0984	0.1195	1.2148
ligT	b0147	STM0188	0.164256	1.42556	0.115222	0.161898	1.31213	0.123386	0.163434	1.27069	0.128618	0.160702	1.16624	0.137795	0.160448	1.16754	0.137424	0.156756	2.20311	0.0711522	1.42666	1.717	151.5	376.5	0.097	0.1559	1.6069
hrpB	b0148	STM0189	0.108328	1.61898	0.0669115	0.110609	1.40724	0.0786002	0.109866	1.32212	0.0830981	0.112164	1.15898	0.0967779	0.108028	1.18942	0.0908241	0.0987304	1.42554	0.0692584	2.3128	1.5589	700.4	1726.6	0.0659	0.1021	1.5489
mrcB	b0149	STM0190	0.0354698	0.983561	0.0360626	0.0356178	0.913797	0.0389778	0.0365459	0.800183	0.0456719	0.036422	0.788439	0.0461951	0.0357854	0.791126	0.0452335	0.0324846	1.5654	0.0207516	2.71393	0.8424	637.7	1864.3	0.0334	0.0336	1.0035
fhuA	b0150	STM0191	0.266587	0.308104	0.865253	0.269755	0.320413	0.841896	0.274863	0.303433	0.905844	0.28834	0.276885	1.04137	0.286158	0.281925	1.01502	0.286987	0.268156	1.07023	2.89375	0.8682	508.1	1183.9	1.1215	0.2991	0.2667
fhuC	b0151	STM0192	0.0517768	0.897953	0.0576609	0.0521517	0.852843	0.0611503	0.0515199	0.835903	0.0616339	0.0521121	0.790525	0.065921	0.0510994	0.794354	0.0643282	0.0427051	1.29495	0.0329782	1.90492	0.9216	223.4	571.6	0.0449	0.044	0.9807
fhuD	b0152	STM0193	0.120678	1.22332	0.0986479	0.119921	1.16406	0.103019	0.123734	1.051	0.11773	0.125387	0.980431	0.12789	0.124818	0.983038	0.126972	0.112108	2.23851	0.0500817	3.14829	1.4059	244.2	643.8	0.0804	0.113	1.4062
fhuB	b0153	STM0194	0.069015	1.0482	0.0658416	0.0707586	1.00473	0.0704256	0.0701124	0.946899	0.0740442	0.0719477	0.876626	0.0820735	0.0694556	0.888845	0.0781414	0.0573849	2.15043	0.0266853	3.3108	1.4784	535.9	1429.1	0.0358	0.059	1.6495
hemL	b0154	STM0202	0.0148546	0.877038	0.0169372	0.0146666	0.866821	0.01692	0.0157064	0.715847	0.021941	0.0147732	0.70524	0.0209477	0.0147732	0.70524	0.0209477	0.0143676	0.920227	0.0156132	4.83365	0.7504	381.4	887.6	0.0186	0.0149	0.7978
clcA	b0155	STM0203	0.134276	0.998255	0.13451	0.133695	0.998157	0.133942	0.132348	0.997702	0.132653	0.13573	0.894722	0.151701	0.133963	0.901264	0.148639	0.12647	1.23838	0.102125	1.97916	1.3272	400.8	997.2	0.1043	0.1278	1.2252
erpA	b0156	STM0204	0.00382945	0.59661	0.00641869	0.00378351	0.58181	0.006503	0.00414786	0.445878	0.00930269	0.00350007	0.465231	0.00752331	0.00350007	0.465231	0.00752331	0.00405451	0.522211	0.00776412	2.94404	0.4225	94.3	247.7	0.0082	0.0041	0.4997
yadS	b0157	STM0205	0.0244715	0.962888	0.0254147	0.0264235	0.948148	0.0278685	0.02484	0.8817	0.0281729	0.025956	0.835176	0.0310785	0.0237803	0.843116	0.0282053	0.0213145	0.887999	0.0240028	2.89985	1.0184	200.5	420.5	0.0218	0.0219	1.0057
btuF	b0158	STM0206	0.123629	1.21647	0.101629	0.12553	1.12352	0.111729	0.125068	1.0451	0.119671	0.131955	0.998679	0.13213	0.127947	1.01846	0.125628	0.120347	1.07537	0.111913	2.70551	1.296	233.7	564.3	0.1027	0.1214	1.182
mtn	b0159	STM0207	0.0250447	1.62327	0.0154285	0.0242864	1.35665	0.0179017	0.0250126	1.24086	0.0201574	0.0241674	1.23816	0.0195189	0.0241674	1.23816	0.0195189	0.021542	1.69807	0.0126861	1.79008	1.4239	193.3	502.7	0.0136	0.0224	1.6508
dgt	b0160	STM0208	0.071652	1.15798	0.0618765	0.0763927	1.00944	0.0756781	0.0712234	0.988679	0.0720389	0.0757309	0.952929	0.0794717	0.0699541	0.974886	0.0717562	0.0653401	2.34572	0.027855	1.07024	0.9512	355	1160	0.0577	0.0657	1.1383
degP	b0161	STM0209	0.031787	0.774624	0.0410354	0.0312729	0.746435	0.0418964	0.0324725	0.665226	0.0488143	0.0321451	0.666107	0.0482582	0.0321451	0.666107	0.0482582	0.0303536	0.880448	0.0344752	2.14302	0.6482	352.9	1051.1	0.0401	0.0308	0.7679
cdaR	b0162	STM0210	0.0307346	1.19318	0.0257586	0.0322043	1.02144	0.0315285	0.0316705	0.908079	0.0348763	0.0345531	0.961045	0.0359537	0.0327417	0.968135	0.0338193	0.0223947	1.21628	0.0184124	2.12115	0.9897	308	847	0.0187	0.022	1.1768
yaeH	b0163	STM0211	0.0392755	1.63275	0.0240549	0.0383745	1.3193	0.029087	0.0417784	0.993825	0.042038	0.0394458	1.06522	0.0370308	0.0394458	1.06522	0.0370308	0.034997	1.50323	0.0232813	1.84684	1.1944	93.9	290.1	0.0237	0.036	1.5166
dapD	b0166	STM0213	0.0154961	0.974433	0.0159027	0.0153588	0.964644	0.0159217	0.016258	0.796702	0.0204066	0.0158149	0.792076	0.0199664	0.0156864	0.792658	0.0197896	0.0137322	0.954308	0.0143896	3.51065	0.7978	238.3	583.7	0.016	0.0141	0.8829
glnD	b0167	STM0214	0.0424058	1.71195	0.0247705	0.0443265	1.3298	0.0333331	0.0440329	1.15548	0.038108	0.044189	1.11417	0.0396608	0.0418517	1.12854	0.0370847	0.0361252	1.52762	0.023648	2.15546	1.2671	750.4	1919.6	0.0266	0.0374	1.4071
map	b0168	STM0215	0.0691879	0.727716	0.0950754	0.0704569	0.737932	0.0954789	0.0706348	0.652679	0.108223	0.0719483	0.607119	0.118508	0.0692659	0.617922	0.112095	0.0662051	0.802681	0.08248	1.91243	0.7081	197.5	594.5	0.0895	0.0667	0.7458
rpsB	b0169	STM0216	0.0140022	0.130016	0.107696	0.0138581	0.136501	0.101523	0.0141657	0.12693	0.111602	0.0128791	0.118504	0.108681	0.0128791	0.118504	0.108681	0.0137922	0.115684	0.119223	1.05916	0.1309	172.1	550.9	0.0916	0.013	0.1417
tsf	b0170	STM0217	0.0180291	0.346873	0.0519761	0.0177448	0.373145	0.0475547	0.0187425	0.315485	0.0594085	0.016883	0.300164	0.0562459	0.016883	0.300164	0.0562459	0.0179907	0.330477	0.0544388	2.2058	0.3093	253.1	595.9	0.0626	0.0189	0.3013
pyrH	b0171	STM0218	0.00741202	0.568457	0.0130388	0.00734068	0.571191	0.0128515	0.00770342	0.496653	0.0155107	0.00727716	0.502653	0.0144775	0.00727716	0.502653	0.0144775	0.00770471	0.523219	0.0147256	2.47803	0.4645	208.4	514.6	0.0151	0.0078	0.5178
frr	b0172	STM0219	0.0308161	0.606417	0.0508168	0.0298999	0.623422	0.047961	0.0324967	0.517021	0.0628537	0.0297305	0.498548	0.0596342	0.0301739	0.496448	0.0607795	0.0306079	0.585183	0.0523049	2.70143	0.5346	162.9	392.1	0.0592	0.0315	0.5315
dxr	b0173	STM0220	0.0721398	1.06289	0.0678716	0.0702805	1.0307	0.0681871	0.0740881	0.91917	0.0806032	0.0720324	0.866757	0.0831056	0.072972	0.861432	0.0847102	0.0670181	1.14015	0.0587803	2.45633	0.9836	320.9	816.1	0.0686	0.0679	0.9892
ispU	b0174	STM0221	0.0402524	0.452275	0.0889999	0.0459388	0.445155	0.103197	0.040359	0.44483	0.090729	0.0459304	0.416011	0.110406	0.0400668	0.43143	0.0928698	0.0377687	0.440598	0.0857215	1.15487	0.4338	188	568	0.0792	0.0372	0.4692
cdsA	b0175	STM0222	0.0217426	1.10177	0.0197341	0.0214543	1.08609	0.0197537	0.0230896	0.884986	0.0260904	0.0238254	0.898883	0.0265055	0.0238254	0.898883	0.0265055	0.0204519	0.780791	0.0261938	4.2582	0.9419	239.6	507.4	0.022	0.0206	0.9352
rseP	b0176	STM0223	0.0700325	0.631958	0.110818	0.0726514	0.613413	0.118438	0.0712489	0.56777	0.125489	0.0755988	0.54837	0.137861	0.0720432	0.559767	0.128702	0.0685717	0.59173	0.115883	2.21718	0.6618	386.4	963.6	0.1164	0.0695	0.5972
bamA	b0177	STM0224	0.063073	0.443048	0.142362	0.0622037	0.450859	0.137967	0.06536	0.387335	0.168743	0.066334	0.385735	0.171968	0.0660736	0.386173	0.171098	0.0644963	0.408396	0.157926	3.00463	0.4781	640.1	1654.9	0.1631	0.0655	0.402
skp	b0178	STM0225	0.0661836	0.584883	0.113157	0.0659934	0.577905	0.114194	0.0686061	0.500957	0.13695	0.070095	0.505214	0.138743	0.0696612	0.506567	0.137516	0.0645544	0.504009	0.128082	2.19323	0.5898	131	352	0.1169	0.0645	0.5515
lpxD	b0179	STM0226	0.0235405	0.620878	0.0379148	0.0233576	0.635972	0.0367275	0.0240449	0.535954	0.0448638	0.0236781	0.53123	0.0445722	0.0230711	0.533366	0.0432557	0.0216805	0.624822	0.0346988	2.80367	0.5287	284.3	738.7	0.0387	0.0223	0.5762
fabZ	b0180	STM0227	0.0029432	0.516094	0.00570284	0.00293002	0.516266	0.0056754	0.00308433	0.444751	0.00693496	0.002714	0.460838	0.00588926	0.002714	0.460838	0.00588926	0.00313205	0.432151	0.00724757	2.2581	0.4231	135.4	317.6	0.0067	0.0031	0.4645
lpxA	b0181	STM0228	0.0366637	0.678636	0.0540256	0.0360711	0.713628	0.050546	0.0381754	0.603157	0.0632926	0.0372667	0.590333	0.0631283	0.0372667	0.590333	0.0631283	0.0372268	0.593432	0.0627314	3.01001	0.6176	223.8	562.2	0.0576	0.0364	0.6316
lpxB	b0182	STM0229	0.033773	1.03016	0.0327843	0.0335776	0.946974	0.0354578	0.0345547	0.847094	0.040792	0.0335666	0.833901	0.0402525	0.0332884	0.834942	0.0398691	0.0271032	1.25248	0.0216396	1.90787	0.8893	330.4	815.6	0.0293	0.0281	0.959
rnhB	b0183	STM0230	0.0417099	1.30644	0.0319264	0.0410204	1.27633	0.0321393	0.0430707	1.10972	0.0388123	0.0415274	1.04962	0.0395641	0.0415274	1.04962	0.0395641	0.0377243	1.19463	0.0315782	3.63768	1.2063	179.2	414.8	0.0325	0.0403	1.2394
dnaE	b0184	STM0231	0.018836	0.661546	0.0284727	0.0194563	0.647182	0.030063	0.0195502	0.554588	0.0352518	0.0196112	0.56295	0.0348365	0.0187674	0.565757	0.0331723	0.0159651	0.748147	0.0213395	2.1185	0.5501	907.4	2572.6	0.0247	0.0162	0.6573
accA	b0185	STM0232	0.0125793	0.676824	0.0185858	0.0144955	0.686501	0.021115	0.0134886	0.545218	0.0247398	0.0148555	0.547753	0.0271207	0.0128774	0.554339	0.0232301	0.0136225	0.549617	0.0247854	3.74809	0.5494	291.4	665.6	0.024	0.0137	0.5702
ldcC	b0186	STM0234	0.180963	0.374318	0.483448	0.175317	0.409871	0.427736	0.178883	0.382287	0.467928	0.186594	0.3588	0.520051	0.185417	0.362324	0.511742	0.188805	0.338115	0.558404	2.56485	0.7068	579	1437	0.565	0.1929	0.3415
yaeR	b0187	STM0235	0.0834863	1.53555	0.0543689	0.0863656	1.27755	0.0676023	0.083823	1.22762	0.068281	0.0882813	1.26037	0.0700438	0.0846268	1.27606	0.066319	0.0784082	3.64579	0.0215065	1.5079	1.5159	97.2	289.8	0.0431	0.0769	1.7834
tilS	b0188	STM0236	0.169915	1.19039	0.142739	0.167313	1.14142	0.146583	0.16716	1.13403	0.147403	0.170678	1.00816	0.169297	0.169924	1.01077	0.168114	0.160052	1.37168	0.116683	2.07747	1.5366	374.8	894.2	0.12	0.1618	1.3483
rof	b0189	STM0237	0.109569	1.47503	0.0742827	0.106709	1.27374	0.0837764	0.117954	0.96443	0.122304	0.116117	0.937525	0.123855	0.116764	0.929294	0.125648	0.115483	1.45191	0.0795385	3.66452	1.2244	74.5	177.5	0.1116	0.1217	1.0908
yaeQ	b0190	STM0239	0.0771997	1.00676	0.0766812	0.0779493	0.935839	0.0832935	0.0788216	0.839083	0.0939378	0.0802631	0.797592	0.100632	0.0779924	0.80577	0.0967924	0.0664396	1.52241	0.0436411	2.28935	0.9994	135	408	0.0589	0.067	1.1375
arfB	b0191	STM0240	0.124111	1.3968	0.088854	0.135702	1.25759	0.107906	0.122991	1.27496	0.0964668	0.136144	1.31751	0.103334	0.123011	1.36173	0.0903348	0.112708	2.73817	0.0411616	0.98904	1.3684	100.3	304.7	0.0755	0.1131	1.4981
proS	b0194	STM0242	0.0295342	0.839511	0.0351802	0.0290897	0.818391	0.035545	0.0307195	0.689938	0.044525	0.0300649	0.689997	0.0435724	0.0300004	0.690251	0.0434629	0.0277765	0.807947	0.0343791	2.77011	0.7149	456.9	1184.1	0.0356	0.0279	0.7835
tsaA	b0195	STM0243	0.0769256	0.794198	0.0968595	0.081825	0.75135	0.108904	0.0779861	0.721987	0.108016	0.0846309	0.685845	0.123397	0.0792794	0.703787	0.112647	0.0690942	0.73307	0.0942533	2.07543	0.8548	201.1	503.9	0.0826	0.0684	0.8276
rcsF	b0196	STM0244	0.0407533	0.929473	0.0438456	0.0419096	0.923795	0.0453667	0.0416763	0.832488	0.0500624	0.0422718	0.792997	0.0533064	0.0406233	0.798648	0.0508651	0.0425022	0.865228	0.0491225	2.23368	0.7888	118.4	283.6	0.0553	0.0436	0.7882
metQ	b0197	STM0245	0.0177203	0.893414	0.0198343	0.017448	0.861043	0.0202638	0.0181802	0.759411	0.0239398	0.0174598	0.778477	0.0224281	0.0174598	0.778477	0.0224281	0.0175435	0.786652	0.0223014	1.32071	0.7018	208.6	598.4	0.0201	0.0172	0.8558
metI	b0198	STM0246	0.0365909	1.15471	0.0316886	0.0381386	1.1382	0.0335078	0.037318	1.03931	0.0359066	0.0393353	0.988693	0.0397852	0.037177	1.0036	0.0370437	0.0333927	1.0703	0.0311993	4.19105	1.5596	198.7	437.3	0.0213	0.0338	1.5893
metN	b0199	STM0247	0.0289271	0.968907	0.0298554	0.0312656	0.906037	0.0345081	0.0300724	0.788557	0.0381361	0.0299506	0.749008	0.039987	0.0274008	0.760167	0.0360458	0.0246515	1.17754	0.0209346	2.1537	0.7535	274	755	0.03	0.0262	0.8712
gmhB	b0200	STM0248	0.0371041	1.14643	0.032365	0.0409707	1.06449	0.0384885	0.0395649	0.857611	0.0461339	0.0416123	0.807301	0.051545	0.0374857	0.827499	0.0453	0.0389931	0.962417	0.0405158	4.04729	0.9716	170.8	384.2	0.0403	0.0389	0.9648
dkgB	b0207	STM0255	0.0406832	1.28946	0.0315505	0.0397958	1.24831	0.0318798	0.041973	1.06073	0.0395697	0.0403737	1.02506	0.0393866	0.0403737	1.02506	0.0393866	0.0417958	1.16735	0.035804	2.50988	0.9908	223.3	577.7	0.039	0.042	1.076
yafC	b0208	STM0256	0.062115	2.47929	0.0250535	0.0665563	1.56813	0.0424431	0.06337	1.44066	0.0439868	0.0683708	1.41332	0.0483758	0.0632102	1.44846	0.0436395	0.0521482	1.76161	0.0296026	2.1058	1.7073	256.5	655.5	0.0271	0.0513	1.892
yafD	b0209	STM0258	0.0164233	1.35566	0.0121147	0.0214778	1.10015	0.0195226	0.0169191	1.00507	0.0168338	0.0207736	0.991589	0.0209498	0.0158958	1.01939	0.0155935	0.013869	1.36814	0.0101371	1.85956	0.9654	224.3	552.7	0.0136	0.0147	1.0786
mltD	b0211	STM0260	0.0489482	0.728206	0.0672175	0.0503215	0.703761	0.0715037	0.0514251	0.592588	0.0867806	0.0533018	0.590458	0.0902719	0.051477	0.596843	0.0862488	0.0452271	0.668877	0.0676166	2.72913	0.633	368.4	987.6	0.0689	0.0452	0.6555
gloB	b0212	STM0261	0.128718	1.10174	0.116831	0.133695	1.00685	0.132785	0.127402	1.02653	0.124109	0.133712	0.886346	0.150857	0.126741	0.910496	0.139199	0.118031	2.61843	0.045077	1.29038	1.0905	174.8	578.2	0.1036	0.1208	1.1661
yafS	b0213	STM0262	0.0831286	1.29502	0.0641909	0.083445	1.14069	0.0731531	0.0853025	1.02931	0.0828737	0.0864552	0.998067	0.0866226	0.0854653	1.00232	0.0852673	0.0773087	1.21675	0.0635373	2.18092	1.1147	200.3	519.7	0.0676	0.0768	1.1361
rnhA	b0214	STM0263	0.0339786	1.10517	0.0307452	0.0348427	0.994561	0.0350332	0.0342452	0.918705	0.0372755	0.03518	0.940166	0.0374189	0.0338447	0.945828	0.0357831	0.0316019	1.42568	0.0221663	1.27072	0.8077	111.6	353.4	0.0318	0.0324	1.0194
dnaQ	b0215	STM0264	0.039233	1.2109	0.0324	0.041877	1.05838	0.0395672	0.0401918	0.943015	0.0426205	0.0422716	0.932657	0.0453238	0.0390621	0.946296	0.041279	0.0343673	1.51103	0.0227443	1.64081	0.9654	186.4	542.6	0.0296	0.0343	1.1589
